epoch,N50_val_loss,N50_val_loss_min,N50_val_loss_max,N100_val_loss,N100_val_loss_min,N100_val_loss_max,N150_val_loss,N150_val_loss_min,N150_val_loss_max,N200_val_loss,N200_val_loss_min,N200_val_loss_max
1,1.61460449576378,1.58101889193058,1.65413216650486,1.61460449576378,1.58101889193058,1.65413216650486,1.61460449576378,1.58101889193058,1.65413216650486,1.61460449576378,1.58101889193058,1.65413216650486
2,1.43452537357807,1.40496793091297,1.45847476124764,1.43452537357807,1.40496793091297,1.45847476124764,1.43452537357807,1.40496793091297,1.45847476124764,1.43452537357807,1.40496793091297,1.45847476124764
3,1.30948676109314,1.28909459114075,1.3468593776226,1.30948676109314,1.28909459114075,1.3468593776226,1.30948676109314,1.28909459114075,1.3468593776226,1.30948676109314,1.28909459114075,1.3468593776226
4,1.23367526948452,1.20994818508625,1.25258934795856,1.23367526948452,1.20994818508625,1.25258934795856,1.23367526948452,1.20994818508625,1.25258934795856,1.23367526948452,1.20994818508625,1.25258934795856
5,1.16508469820023,1.15427212119102,1.1781141191721,1.16508469820023,1.15427212119102,1.1781141191721,1.16508469820023,1.15427212119102,1.1781141191721,1.16508469820023,1.15427212119102,1.1781141191721
6,1.12970918118954,1.11544806659222,1.14547488689423,1.12970918118954,1.11544806659222,1.14547488689423,1.12970918118954,1.11544806659222,1.14547488689423,1.12970918118954,1.11544806659222,1.14547488689423
7,1.10514030516148,1.08880527615547,1.12764984965324,1.10514030516148,1.08880527615547,1.12764984965324,1.10514030516148,1.08880527615547,1.12764984965324,1.10514030516148,1.08880527615547,1.12764984965324
8,1.07603132665157,1.04725677073002,1.09438430964947,1.07603132665157,1.04725677073002,1.09438430964947,1.07603132665157,1.04725677073002,1.09438430964947,1.07603132665157,1.04725677073002,1.09438430964947
9,1.04874648988247,1.03756949007511,1.07618394047022,1.04874648988247,1.03756949007511,1.07618394047022,1.04874648988247,1.03756949007511,1.07618394047022,1.04874648988247,1.03756949007511,1.07618394047022
10,1.02565883100033,1.02174023240805,1.03009872734547,1.02565883100033,1.02174023240805,1.03009872734547,1.02565883100033,1.02174023240805,1.03009872734547,1.02565883100033,1.02174023240805,1.03009872734547
11,1.01061588644981,1.00280390530825,1.01610166430473,1.01061588644981,1.00280390530825,1.01610166430473,1.01061588644981,1.00280390530825,1.01610166430473,1.01061588644981,1.00280390530825,1.01610166430473
12,0.996948320269585,0.978300523757935,1.01412658244371,0.996948320269585,0.978300523757935,1.01412658244371,0.996948320269585,0.978300523757935,1.01412658244371,0.996948320269585,0.978300523757935,1.01412658244371
13,0.986187399327755,0.964120696485043,1.01960542649031,0.986187399327755,0.964120696485043,1.01960542649031,0.986187399327755,0.964120696485043,1.01960542649031,0.986187399327755,0.964120696485043,1.01960542649031
14,0.974139551818371,0.958605261147022,1.00214716494083,0.974139551818371,0.958605261147022,1.00214716494083,0.974139551818371,0.958605261147022,1.00214716494083,0.974139551818371,0.958605261147022,1.00214716494083
15,0.968557627499104,0.961986909806728,0.982259345054626,0.968557627499104,0.961986909806728,0.982259345054626,0.968557627499104,0.961986909806728,0.982259345054626,0.968557627499104,0.961986909806728,0.982259345054626
16,0.975741459727287,0.950601582229137,1.02052756100893,0.975741459727287,0.950601582229137,1.02052756100893,0.975741459727287,0.950601582229137,1.02052756100893,0.975741459727287,0.950601582229137,1.02052756100893
17,0.960172509551048,0.930936585366726,0.993205037713051,0.960172509551048,0.930936585366726,0.993205037713051,0.960172509551048,0.930936585366726,0.993205037713051,0.960172509551048,0.930936585366726,0.993205037713051
18,0.937650912702084,0.917602379620075,0.956138670444489,0.937650912702084,0.917602379620075,0.956138670444489,0.937650912702084,0.917602379620075,0.956138670444489,0.937650912702084,0.917602379620075,0.956138670444489
19,0.938625992834568,0.926416735351086,0.954264897108078,0.938625992834568,0.926416735351086,0.954264897108078,0.938625992834568,0.926416735351086,0.954264897108078,0.938625992834568,0.926416735351086,0.954264897108078
20,0.930711198151112,0.926251435279846,0.936956314742565,0.930711198151112,0.926251435279846,0.936956314742565,0.930711198151112,0.926251435279846,0.936956314742565,0.930711198151112,0.926251435279846,0.936956314742565
21,0.923089322149754,0.911505950987339,0.937882073223591,0.923089322149754,0.911505950987339,0.937882073223591,0.923089322149754,0.911505950987339,0.937882073223591,0.923089322149754,0.911505950987339,0.937882073223591
22,0.922633166015148,0.908738401532173,0.931424574553967,0.922633166015148,0.908738401532173,0.931424574553967,0.922633166015148,0.908738401532173,0.931424574553967,0.922633166015148,0.908738401532173,0.931424574553967
23,0.906132443845272,0.888533701002598,0.915039183199406,0.906132443845272,0.888533701002598,0.915039183199406,0.906132443845272,0.888533701002598,0.915039183199406,0.906132443845272,0.888533701002598,0.915039183199406
24,0.904659107625485,0.889133122563362,0.919141203165054,0.904659107625485,0.889133122563362,0.919141203165054,0.904659107625485,0.889133122563362,0.919141203165054,0.904659107625485,0.889133122563362,0.919141203165054
25,0.913315992057324,0.895040884613991,0.942817680537701,0.913315992057324,0.895040884613991,0.942817680537701,0.913315992057324,0.895040884613991,0.942817680537701,0.913315992057324,0.895040884613991,0.942817680537701
26,0.899186266362667,0.891901624202728,0.91032522469759,0.899186266362667,0.891901624202728,0.91032522469759,0.899186266362667,0.891901624202728,0.91032522469759,0.899186266362667,0.891901624202728,0.91032522469759
27,0.895500039458275,0.883350133895874,0.913953392207623,0.895500039458275,0.883350133895874,0.913953392207623,0.895500039458275,0.883350133895874,0.913953392207623,0.895500039458275,0.883350133895874,0.913953392207623
28,0.899490576088428,0.885825523734093,0.912524296343327,0.899490576088428,0.885825523734093,0.912524296343327,0.899490576088428,0.885825523734093,0.912524296343327,0.899490576088428,0.885825523734093,0.912524296343327
29,0.900836115479469,0.8876171708107,0.916040949523449,0.900836115479469,0.8876171708107,0.916040949523449,0.900836115479469,0.8876171708107,0.916040949523449,0.900836115479469,0.8876171708107,0.916040949523449
30,0.892498689293861,0.878122283518314,0.908240158855915,0.892498689293861,0.878122283518314,0.908240158855915,0.892498689293861,0.878122283518314,0.908240158855915,0.892498689293861,0.878122283518314,0.908240158855915
31,0.884846829771996,0.871031202375889,0.898775461316109,0.884846829771996,0.871031202375889,0.898775461316109,0.884846829771996,0.871031202375889,0.898775461316109,0.884846829771996,0.871031202375889,0.898775461316109
32,0.890819636583328,0.87591090798378,0.905726219713688,0.890819636583328,0.87591090798378,0.905726219713688,0.890819636583328,0.87591090798378,0.905726219713688,0.890819636583328,0.87591090798378,0.905726219713688
33,0.882519454658032,0.874319663643837,0.89567161500454,0.882519454658032,0.874319663643837,0.89567161500454,0.882519454658032,0.874319663643837,0.89567161500454,0.882519454658032,0.874319663643837,0.89567161500454
34,0.878147150874138,0.867264784872532,0.900889457762241,0.878147150874138,0.867264784872532,0.900889457762241,0.878147150874138,0.867264784872532,0.900889457762241,0.878147150874138,0.867264784872532,0.900889457762241
35,0.876623075008392,0.864501449465752,0.893327158689499,0.876623075008392,0.864501449465752,0.893327158689499,0.876623075008392,0.864501449465752,0.893327158689499,0.876623075008392,0.864501449465752,0.893327158689499
36,0.872043762505055,0.856712736189365,0.882039043307304,0.872043762505055,0.856712736189365,0.882039043307304,0.872043762505055,0.856712736189365,0.882039043307304,0.872043762505055,0.856712736189365,0.882039043307304
37,0.869189222455025,0.851907543838024,0.88464667648077,0.869189222455025,0.851907543838024,0.88464667648077,0.869189222455025,0.851907543838024,0.88464667648077,0.869189222455025,0.851907543838024,0.88464667648077
38,0.866137289404869,0.855111452937126,0.876857377588749,0.866137289404869,0.855111452937126,0.876857377588749,0.866137289404869,0.855111452937126,0.876857377588749,0.866137289404869,0.855111452937126,0.876857377588749
39,0.871231094896793,0.856689517199993,0.888214871287346,0.871231094896793,0.856689517199993,0.888214871287346,0.871231094896793,0.856689517199993,0.888214871287346,0.871231094896793,0.856689517199993,0.888214871287346
40,0.863661220371723,0.847202540934086,0.876703125238419,0.863661220371723,0.847202540934086,0.876703125238419,0.863661220371723,0.847202540934086,0.876703125238419,0.863661220371723,0.847202540934086,0.876703125238419
41,0.861170972585678,0.858076326549053,0.864362961053848,0.861170972585678,0.858076326549053,0.864362961053848,0.861170972585678,0.858076326549053,0.864362961053848,0.861170972585678,0.858076326549053,0.864362961053848
42,0.859486709535122,0.850389370322228,0.868113929033279,0.859486709535122,0.850389370322228,0.868113929033279,0.859486709535122,0.850389370322228,0.868113929033279,0.859486709535122,0.850389370322228,0.868113929033279
43,0.856853510141373,0.849190872907639,0.873739036917687,0.856853510141373,0.849190872907639,0.873739036917687,0.856853510141373,0.849190872907639,0.873739036917687,0.856853510141373,0.849190872907639,0.873739036917687
44,0.854921492934227,0.846980650722981,0.868703602254391,0.854921492934227,0.846980650722981,0.868703602254391,0.854921492934227,0.846980650722981,0.868703602254391,0.854921492934227,0.846980650722981,0.868703602254391
45,0.864219968020916,0.849609476327896,0.882584652304649,0.864219968020916,0.849609476327896,0.882584652304649,0.864219968020916,0.849609476327896,0.882584652304649,0.864219968020916,0.849609476327896,0.882584652304649
46,0.858766006231308,0.842506670951843,0.872815589606762,0.858766006231308,0.842506670951843,0.872815589606762,0.858766006231308,0.842506670951843,0.872815589606762,0.858766006231308,0.842506670951843,0.872815589606762
47,0.84667852461338,0.842549572885037,0.853042639791966,0.84667852461338,0.842549572885037,0.853042639791966,0.84667852461338,0.842549572885037,0.853042639791966,0.84667852461338,0.842549572885037,0.853042639791966
48,0.850197866261006,0.837758953869343,0.859907978773117,0.850197866261006,0.837758953869343,0.859907978773117,0.850197866261006,0.837758953869343,0.859907978773117,0.850197866261006,0.837758953869343,0.859907978773117
49,0.850516089200974,0.840654654800892,0.859738080203533,0.850516089200974,0.840654654800892,0.859738080203533,0.850516089200974,0.840654654800892,0.859738080203533,0.850516089200974,0.840654654800892,0.859738080203533
50,0.855027004182339,0.843076220154762,0.864565618336201,0.855027004182339,0.843076220154762,0.864565618336201,0.855027004182339,0.843076220154762,0.864565618336201,0.855027004182339,0.843076220154762,0.864565618336201
51,,,,0.850616441071034,0.840632703900337,0.8603077724576,0.850616441071034,0.840632703900337,0.8603077724576,0.850616441071034,0.840632703900337,0.8603077724576
52,,,,0.860787227451801,0.839609090983868,0.871506805717945,0.860787227451801,0.839609090983868,0.871506805717945,0.860787227451801,0.839609090983868,0.871506805717945
53,,,,0.851322306394577,0.841630709171295,0.859095197916031,0.851322306394577,0.841630709171295,0.859095197916031,0.851322306394577,0.841630709171295,0.859095197916031
54,,,,0.849419724345207,0.839172485470772,0.861293065547943,0.849419724345207,0.839172485470772,0.861293065547943,0.849419724345207,0.839172485470772,0.861293065547943
55,,,,0.850172976851463,0.841179913282394,0.860320203006268,0.850172976851463,0.841179913282394,0.860320203006268,0.850172976851463,0.841179913282394,0.860320203006268
56,,,,0.848508834242821,0.835921941697598,0.857244049012661,0.848508834242821,0.835921941697598,0.857244049012661,0.848508834242821,0.835921941697598,0.857244049012661
57,,,,0.856020531058311,0.846011865139008,0.871107931435108,0.856020531058311,0.846011865139008,0.871107931435108,0.856020531058311,0.846011865139008,0.871107931435108
58,,,,0.851192082464695,0.840354932844639,0.862213338911533,0.851192082464695,0.840354932844639,0.862213338911533,0.851192082464695,0.840354932844639,0.862213338911533
59,,,,0.851814197301865,0.844009158015251,0.865833804011345,0.851814197301865,0.844009158015251,0.865833804011345,0.851814197301865,0.844009158015251,0.865833804011345
