epoch,EH50_val_loss,EH50_val_loss_min,EH50_val_loss_max,EH100_val_loss,EH100_val_loss_min,EH100_val_loss_max,EH150_val_loss,EH150_val_loss_min,EH150_val_loss_max,EH200_val_loss,EH200_val_loss_min,EH200_val_loss_max
14,1.08153112184558E-06,5.14145578260165E-07,2.10656913187298E-06,2.60609933964891E-06,1.21707618442694E-06,6.01338507522087E-06,2.24190580932297E-06,7.92206243716009E-07,3.36844677425082E-06,1.34562164267512E-06,7.11036998760998E-07,2.62335621907065E-06
15,1.15312723707461E-06,5.48893904550596E-07,2.02558002608081E-06,1.70091606908803E-06,9.57831026937583E-07,3.57692034450944E-06,1.11874976672273E-06,7.55831583395169E-07,1.45815143544799E-06,1.61215395214261E-06,5.98258300973006E-07,2.4426062357937E-06
16,9.77870468451177E-07,5.2757630323678E-07,1.65257677527582E-06,1.0009895587378E-06,5.00464550394023E-07,1.92834340377127E-06,9.376774895505E-07,5.46075321257907E-07,1.34359534816516E-06,1.50946873939499E-06,7.75745692275602E-07,2.02825102254186E-06
17,8.67017523139187E-07,5.16462178505132E-07,1.14143348639573E-06,8.46124477978568E-07,6.74403525617133E-07,1.11931979300077E-06,1.14429687106584E-06,5.44559598599411E-07,1.79841440228756E-06,7.4447650230051E-06,8.72922984266703E-07,2.64692988973062E-05
18,1.16932698569864E-06,4.14913722342665E-07,1.93629519647705E-06,8.59845804986511E-07,4.71944539744603E-07,1.79639854991365E-06,7.15609425109657E-07,4.9011737720169E-07,1.03264419474651E-06,1.42755138862564E-06,9.05564727797052E-07,3.14815309820915E-06
19,6.89572615660457E-07,3.73245735355946E-07,1.41140831525869E-06,1.71925000576797E-06,5.90714416640973E-07,3.22115153987094E-06,1.19992371689174E-06,5.05569336913444E-07,2.61841860075644E-06,1.79344623632005E-06,5.44467596341747E-07,4.53408098148126E-06
20,7.46462720494871E-07,3.9473152568803E-07,1.3002810372124E-06,1.03074174594061E-06,4.50219573622235E-07,2.23506652711573E-06,1.11272423192569E-06,3.54621739973027E-07,3.14983997403336E-06,1.26560271430283E-06,4.23896610849776E-07,3.10232690026169E-06
21,7.45502322985203E-07,2.8482632548806E-07,1.60615712256155E-06,1.425807573933E-06,3.78588988307153E-07,3.41607934236284E-06,1.93123508225312E-06,3.13020879142793E-07,6.96459037878109E-06,2.16501899714672E-06,3.43331119978529E-07,7.8728867075976E-06
22,1.46205104295897E-06,3.37524259208521E-07,4.77296883142723E-06,1.81121481309295E-06,6.96916605609962E-07,3.71090692397047E-06,4.1675314615001E-06,7.05853771876264E-07,1.61676471179817E-05,8.81206655852414E-07,5.41439976113149E-07,1.43289417546081E-06
23,6.5356071014359E-07,3.03821815113755E-07,1.3243402226711E-06,7.18235135366285E-07,5.18550815324185E-07,1.04845820440384E-06,7.82553942239398E-07,4.03397803457513E-07,1.13900985828271E-06,1.41718929829911E-06,5.09519890575424E-07,4.24348540188172E-06
24,5.58471716990046E-07,3.19350853317246E-07,8.51134051534549E-07,1.20200647302227E-06,4.52704230250826E-07,2.7742013533801E-06,8.73147425295429E-07,5.37856474617608E-07,1.59480736764787E-06,1.16542821378592E-06,5.91084713619239E-07,2.01369723621762E-06
25,5.18673427762906E-07,2.45979072370043E-07,9.58573629361581E-07,7.32585872616672E-07,2.75022530971114E-07,1.02661132928006E-06,4.42572597355214E-07,3.61403641827944E-07,5.2785344095696E-07,8.25326151243644E-07,4.12442579052671E-07,1.37410252894673E-06
26,4.43041860620497E-07,2.47139224048472E-07,6.80766582661363E-07,5.96860082779926E-07,2.58724613289019E-07,1.28595023340949E-06,8.08756500939959E-07,4.25460550938321E-07,1.36321253307869E-06,9.32141748677395E-07,5.87669616673262E-07,1.31137289353471E-06
27,3.701234825589E-07,2.38692574446494E-07,4.94098573019149E-07,4.93651175996016E-07,2.86229062377667E-07,8.50735235739345E-07,7.89820078258193E-07,2.53335826982948E-07,1.22338587023781E-06,1.38808905845167E-06,3.54698182529016E-07,4.43332168250284E-06
28,3.57529632803259E-07,2.39731433519334E-07,5.20821743066335E-07,2.80395140824415E-07,2.15875732105057E-07,3.55242575504159E-07,7.52908839155945E-07,2.39676216651219E-07,1.36219558063052E-06,2.57400933573848E-05,2.66500322846734E-07,0.000124684525568834
29,3.79752160621175E-07,2.39235832921736E-07,7.2559682469849E-07,4.07323194432744E-07,2.09892124421647E-07,1.04369356061322E-06,8.26138746982489E-07,2.57953069275156E-07,1.81977410325847E-06,6.4341322338161E-06,9.43764035810091E-07,2.71662652266969E-05
30,2.83532553050729E-07,1.98568018324371E-07,4.09318796338691E-07,1.35776584914519E-06,1.87853716582254E-07,4.7414689940221E-06,6.01051755684997E-07,3.35382278393581E-07,1.05768522710529E-06,2.0637341487865E-06,5.89924553651144E-07,4.64462253072876E-06
31,2.7601862531886E-07,1.80356761821561E-07,4.37988841639481E-07,3.53934288455093E-07,1.56673107672608E-07,6.53538926087549E-07,6.64604611699815E-07,4.88721636789554E-07,1.06170870850519E-06,1.14978008767253E-06,3.31666313968526E-07,2.6195464168192E-06
32,3.0291065679459E-07,1.58315417072193E-07,4.42254992331452E-07,5.33949448803621E-07,1.61713638036076E-07,8.84167564644637E-07,3.84449449460552E-07,2.90791382084876E-07,5.38860518872752E-07,2.14735612165858E-06,2.60931647252013E-07,7.62573569090819E-06
33,2.79014795031192E-07,1.88580052906673E-07,4.3898631337432E-07,8.2014005791109E-07,2.71255646685139E-07,2.04791044211561E-06,7.26517362892309E-07,5.40071066978953E-07,1.06103161575296E-06,1.05921257672984E-06,3.20992510793872E-07,2.40960767428078E-06
34,2.85993928391311E-07,1.79956334278586E-07,4.26647243756406E-07,6.23567103967086E-07,2.21606612171854E-07,1.74944714122679E-06,1.16532599155524E-06,3.00164685995696E-07,3.01757764494444E-06,5.80946846421663E-07,2.42578627407397E-07,1.09841355803534E-06
35,2.71607634279765E-07,1.77102609910662E-07,3.75671199037697E-07,4.33029011048802E-07,1.78305584815538E-07,6.35174309593367E-07,7.05631171982191E-07,2.43190787803845E-07,1.22983818092356E-06,5.56137115144869E-07,3.47014387595361E-07,9.50423190223167E-07
36,2.13991074341872E-07,1.43367019589391E-07,3.02375781302544E-07,5.07872569362651E-07,2.55800439793082E-07,6.67577152076622E-07,4.21063272189789E-07,2.66977664864498E-07,7.22760342834287E-07,9.76547089829675E-07,2.03266337095442E-07,2.00333188142091E-06
37,2.35124192352979E-07,1.27506802745832E-07,3.65110912762627E-07,3.82562099924636E-07,1.9342849869967E-07,5.82819337087888E-07,4.8963651290516E-07,2.88309627431242E-07,9.39815881414082E-07,1.61109038240663E-06,6.63403677473677E-07,2.9463379197144E-06
38,2.43155968071562E-07,1.18820951596395E-07,4.14170119237648E-07,5.65155065738547E-07,1.60394385180969E-07,9.34167478779576E-07,9.72201839507155E-07,3.50805838896425E-07,2.63866042852593E-06,5.05955151493727E-07,2.05614215135578E-07,7.31586742593512E-07
39,2.00156783473441E-07,1.12374214526293E-07,2.96611815405375E-07,8.27503852699844E-07,3.0622392917697E-07,2.38877104171327E-06,4.91975920506131E-07,2.67505807135156E-07,7.41644245276044E-07,8.80338059516817E-07,4.02698741908125E-07,1.98835394845294E-06
40,1.95138279638722E-07,1.12332420402576E-07,2.67470953829729E-07,4.75014393449176E-07,1.69644698289062E-07,9.38361999658355E-07,2.56758074712593E-07,2.00826605715558E-07,3.12167494816625E-07,6.71441122435113E-07,2.35171912166265E-07,1.37762748408932E-06
41,2.15936112546444E-07,1.16736686983643E-07,4.21387485497841E-07,2.67233530593103E-07,1.45189696709735E-07,6.6560840158066E-07,4.45653783979575E-07,1.69805847013057E-07,1.07899357478421E-06,4.59434209195327E-07,2.46193627854533E-07,8.17389697260751E-07
42,1.83908703554891E-07,1.02278865969178E-07,2.72605316098407E-07,8.38767311724572E-07,1.93724690215428E-07,2.4326690303648E-06,2.3672402704733E-06,3.69429097683375E-07,7.21963255045921E-06,1.36942136113779E-06,4.22950904521713E-07,3.50309460372955E-06
43,1.66850258291144E-07,1.07743866569384E-07,2.57591667107704E-07,2.24307351122851E-07,1.70582750295504E-07,2.91388651281939E-07,7.5049809732756E-07,1.61755289459128E-07,1.89497388684382E-06,5.37329986679917E-06,3.23413521149026E-07,2.48074868522963E-05
44,1.71809513697478E-07,1.02286052220772E-07,2.68542285889832E-07,2.60534789238894E-07,1.02528868358339E-07,3.91941580820306E-07,4.58060467896833E-07,3.4129790312439E-07,5.50971253214054E-07,6.18716374371312E-07,2.2978330823283E-07,1.09899452146086E-06
45,1.69934050594141E-07,1.16640770523683E-07,2.63645185683004E-07,2.93451072922816E-07,1.23242106001934E-07,5.40591910199358E-07,3.67632942044338E-07,2.26073615531656E-07,5.22248110238858E-07,3.54319740244099E-07,2.18290121386152E-07,4.61259915596202E-07
46,1.6417172474803E-07,1.01785599504467E-07,2.39824261190809E-07,2.60238534544044E-07,1.19556627412957E-07,7.01051656430233E-07,8.66374936947523E-07,1.65168579258079E-07,2.79589212937026E-06,3.19762755770133E-07,1.66510892185556E-07,4.79800655502534E-07
47,1.55682796136129E-07,1.03401100422692E-07,2.31035168477926E-07,2.69757244157158E-07,1.10993308174064E-07,5.76490869264035E-07,4.31065281484659E-07,2.16802029958293E-07,6.7950730198163E-07,4.29364998547991E-07,2.60919138739268E-07,6.4559958919593E-07
48,1.55431381484069E-07,9.56255803430395E-08,2.63255583850726E-07,1.84051379174358E-07,1.00288749453152E-07,2.99467957394957E-07,2.4089822214061E-07,1.70165375124043E-07,3.77814008819162E-07,7.68720851477648E-07,2.40837281377064E-07,2.33109381042596E-06
49,1.48232885581005E-07,9.55605603536469E-08,2.34521048507001E-07,1.80765626230558E-07,1.14548808956746E-07,2.67436452835076E-07,6.02065818000597E-07,2.88958276565647E-07,1.07156143277128E-06,4.62195022758275E-07,2.83619616681108E-07,5.84546008042253E-07
50,1.46057515119461E-07,9.38408713698398E-08,2.18227585927859E-07,1.88004854588068E-07,1.13416563252144E-07,2.75547495931505E-07,2.03478604750747E-07,1.49923359060722E-07,2.54324244626976E-07,2.59669100562595E-07,1.69398150617894E-07,3.68346753987225E-07
51,,,,2.72452615490693E-07,1.10603896411969E-07,4.12627648197865E-07,2.40097340290883E-07,1.5924768881348E-07,4.05904726126967E-07,3.71684357484507E-07,1.85538405380233E-07,5.21080926555821E-07
52,,,,1.56756200079637E-07,9.86501103028559E-08,2.73362257274812E-07,2.25654595986668E-07,1.21856152723865E-07,2.82935409027611E-07,2.28274873551963E-07,1.51577139284598E-07,3.00769922745303E-07
53,,,,1.05215683277038E-07,8.27256278294423E-08,1.21498381133733E-07,4.10765181809344E-07,1.42172717154665E-07,9.82457253921136E-07,3.71078445482453E-07,2.02796459329117E-07,5.73486578521928E-07
54,,,,1.13375919526722E-07,7.36384113686484E-08,1.83311186082354E-07,2.15377164399418E-07,1.50626486690915E-07,3.12837038052294E-07,3.62397001296699E-07,1.73269220600976E-07,1.01247859637018E-06
55,,,,1.48598740068451E-07,8.12726730359259E-08,2.70317665140851E-07,2.27682612319313E-07,1.82585525957772E-07,2.79049220471469E-07,4.11542364512722E-07,1.54323385478013E-07,9.32294222858824E-07
56,,,,9.55030484621015E-08,6.54398661185477E-08,1.2966852362221E-07,2.38677469077686E-07,1.40881656266837E-07,5.50936164245286E-07,4.35988162787263E-07,1.31529383532817E-07,7.6745134928539E-07
57,,,,1.38781577696534E-07,6.76391486524134E-08,3.43776284476386E-07,2.35531665696935E-07,1.18710439700465E-07,4.11244402679737E-07,3.20289575720759E-07,1.23052897649245E-07,8.17705481400329E-07
58,,,,1.15022914511561E-07,1.01284368743867E-07,1.30312332184227E-07,2.87856221229769E-07,2.18073993825859E-07,3.91177578033345E-07,2.97615457493331E-07,1.57953129686916E-07,4.5948651579882E-07
59,,,,1.30743723462482E-07,7.40434578834955E-08,2.67187915644248E-07,1.696162784152E-07,1.39116435704523E-07,2.27240555261687E-07,3.13953848518622E-07,1.46994085644299E-07,5.76564486228411E-07
60,,,,1.44880490567563E-07,6.52689613467317E-08,3.0751930542768E-07,1.28040337621371E-07,1.02979027379509E-07,1.47695681758838E-07,2.96609412172207E-07,1.36909383681901E-07,4.8941495004821E-07
61,,,,1.95055999204404E-07,7.74623088635925E-08,4.34935831350458E-07,2.83324362608065E-07,1.00262220747993E-07,7.37183820357738E-07,3.30269085561478E-07,1.69652534983319E-07,7.02249160156043E-07
62,,,,1.17691444678769E-07,1.00163177011818E-07,1.43668526852991E-07,1.7585357655984E-07,8.75439765124497E-08,3.29145702693268E-07,2.49211876912625E-07,1.26785084061017E-07,4.69003682705231E-07
63,,,,1.1541314363465E-07,7.15315642274561E-08,1.75979670539543E-07,3.72835666103318E-07,1.2171895817185E-07,1.15004297640553E-06,5.89072997136952E-07,1.11665934277028E-07,2.22997333783799E-06
64,,,,8.47516515041965E-08,5.43533113332254E-08,1.11705824738332E-07,1.3371675512038E-07,1.08708672286184E-07,1.74215445625237E-07,3.20633117982065E-07,1.08851095544556E-07,8.26449147931877E-07
65,,,,1.1766748363821E-07,5.63496659703825E-08,2.50103025104901E-07,1.58154806584321E-07,1.03954062247169E-07,2.32071572625614E-07,1.89640490688703E-07,1.49876035138163E-07,2.87080080596525E-07
66,,,,9.33276226078306E-08,5.57807326255026E-08,1.19937054954278E-07,1.48920679521325E-07,1.01225146191079E-07,2.68202989891127E-07,3.7638372981282E-07,1.16960214550469E-07,1.24689676776294E-06
67,,,,1.83683850440985E-07,6.26232303050737E-08,5.40042903433384E-07,2.20130496882594E-07,9.58395484455347E-08,6.26006451417046E-07,5.02262393868117E-07,1.13100747730262E-07,1.55001154666934E-06
68,,,,1.15056388890385E-07,6.12534429104509E-08,1.90739511888675E-07,1.75288081353623E-07,1.0633684540314E-07,3.00393214303085E-07,2.82026559853913E-07,9.22945417869414E-08,5.60619476175361E-07
69,,,,7.56000847701444E-08,5.17353546669597E-08,9.48536775050949E-08,2.08176282730695E-07,1.693271176606E-07,2.59540476221787E-07,1.51196539555087E-07,9.03353255902554E-08,3.00352575995551E-07
70,,,,1.258374340433E-07,5.4817406910009E-08,2.70501100037753E-07,1.77978047174084E-07,9.56172868290158E-08,3.04998263089828E-07,2.37287268471202E-07,7.7053712151572E-08,5.14800603923504E-07
71,,,,7.92441401387123E-08,4.52867630803174E-08,1.16233513776839E-07,2.33521728443264E-07,8.09119090246687E-08,4.79590782494673E-07,2.5175769078345E-07,9.37138035321065E-08,4.95651738911344E-07
72,,,,7.24621943781756E-08,4.71692504315039E-08,8.70004438861353E-08,1.09320067605741E-07,8.35471742159181E-08,1.42577436375764E-07,2.30965972273604E-07,1.19081574823099E-07,4.62419098568034E-07
73,,,,7.68345224037385E-08,4.43615749320022E-08,1.26803815743889E-07,1.36704548718096E-07,7.75871675055366E-08,2.05306150746765E-07,1.61027770791596E-07,8.70533739908789E-08,4.21706439842258E-07
74,,,,7.407109607153E-08,4.76596910085429E-08,1.40524001028079E-07,1.27775450546134E-07,8.45153206678144E-08,1.78488737863821E-07,1.56138062301636E-07,9.78557113858377E-08,2.90480347331368E-07
75,,,,6.12175546107115E-08,4.66787081580359E-08,8.2842106804056E-08,1.15773019556305E-07,7.1573975191086E-08,2.00214637165648E-07,1.24827772592558E-07,7.19690473142502E-08,2.11238858701298E-07
76,,,,7.68223616572546E-08,5.49607516534915E-08,1.09794126975279E-07,1.69781109556529E-07,6.04836968657689E-08,3.53099906647003E-07,1.77946715348061E-07,8.76161331634743E-08,3.99281172273428E-07
77,,,,6.340134035554E-08,4.09464457895581E-08,7.61947542097611E-08,1.84224776707727E-07,8.63709228582366E-08,2.98788517483217E-07,2.0151805403638E-07,1.02847553880755E-07,3.98557876479799E-07
78,,,,6.0491970425384E-08,3.87850003965203E-08,8.18054054126568E-08,8.9777597149047E-08,5.6754957918533E-08,1.55777211574559E-07,1.24107799948092E-07,7.32912338226773E-08,2.39039162390024E-07
79,,,,6.03744305808599E-08,4.11168601388567E-08,7.5128303874313E-08,1.13892894463656E-07,8.33933354963771E-08,1.48952845909397E-07,1.34794742627046E-07,8.18396929484303E-08,2.00734067590247E-07
80,,,,6.68919811985802E-08,4.08763050074867E-08,1.05553773129448E-07,9.5493202471412E-08,5.76565854319237E-08,1.24909419696451E-07,1.12742451374714E-07,6.50867362968673E-08,2.17372053986272E-07
81,,,,7.64979164606198E-08,3.78246186224137E-08,1.92500390146696E-07,1.70395760434872E-07,6.01054651975611E-08,4.96484403811337E-07,1.25469740967314E-07,7.54272987772235E-08,1.61161499552994E-07
82,,,,5.6697907761342E-08,4.37193965474592E-08,6.48352429521992E-08,1.07300598569301E-07,6.18379581614666E-08,2.06809414038389E-07,9.32965000958556E-08,6.04926560695181E-08,1.48842390264766E-07
83,,,,5.66962258770805E-08,3.85374390177162E-08,7.36116361939783E-08,7.86859120379309E-08,5.72010585564442E-08,1.21979092900422E-07,1.03035705804426E-07,6.75567101519429E-08,1.62857617761839E-07
84,,,,6.04036489567269E-08,4.72343484325677E-08,7.86468061046245E-08,9.46132601894097E-08,5.70763769580651E-08,1.57519441046361E-07,1.08400261685423E-07,6.30266449401044E-08,1.48960374701801E-07
85,,,,6.59111974036601E-08,3.50979740826318E-08,8.83187971645327E-08,1.58014668934688E-07,5.94525338589354E-08,3.76682010028162E-07,2.93941507489848E-07,7.33673504171861E-08,9.84704430588105E-07
86,,,,5.12307607447582E-08,3.47491936706727E-08,6.89439160576437E-08,1.7012932686337E-07,6.80586514552791E-08,3.45922992768995E-07,1.34785884053912E-07,7.53218714066861E-08,2.27726499583506E-07
87,,,,5.14313508226394E-08,3.58412464152025E-08,8.00553549377507E-08,1.71392999614994E-07,5.08753782805608E-08,5.54342875602742E-07,1.01306727244103E-07,5.73940623915803E-08,1.3270089767777E-07
88,,,,4.9590867397716E-08,3.37159438886422E-08,7.15997341416141E-08,8.90688998704074E-08,4.6249314304229E-08,1.76799207570374E-07,9.18343374382384E-08,5.16419362088053E-08,1.73923725791762E-07
89,,,,5.32176643493661E-08,3.62764883317842E-08,7.29971126508152E-08,6.70187924119621E-08,4.71750481641683E-08,9.38987042194602E-08,1.00845374806369E-07,5.70994106811421E-08,2.09047173645634E-07
90,,,,4.46302968359902E-08,3.26405669159868E-08,5.71719985427895E-08,9.69408668301715E-08,5.74150706237712E-08,1.56591107488187E-07,1.26102812932534E-07,7.13298256016515E-08,1.7984019369995E-07
91,,,,5.01077575432163E-08,3.89819479658845E-08,6.27013741668255E-08,7.42562827819408E-08,4.2361335032363E-08,1.27019990673697E-07,7.63023779863185E-08,4.68489623391596E-08,1.08719086178155E-07
92,,,,4.95185623764864E-08,3.71311128510854E-08,7.25114654246776E-08,1.08337294720447E-07,5.9853173232464E-08,1.67604630618712E-07,1.36433012887238E-07,5.50274720604686E-08,2.8964448735754E-07
93,,,,4.31253610895984E-08,3.18338616208299E-08,5.50240092008399E-08,6.71042901541815E-08,4.48050524089657E-08,1.02006294966372E-07,9.32381701623797E-08,4.33236412670605E-08,1.4412816806697E-07
94,,,,4.44288201784104E-08,3.22454922023023E-08,5.54847331043125E-08,9.54932478277234E-08,4.58838047556753E-08,1.90849613446176E-07,9.64544289772107E-08,6.60947025998837E-08,1.63073412551285E-07
95,,,,4.55211172312175E-08,3.40248350975495E-08,5.76026968346355E-08,8.02997652963692E-08,4.52248010892239E-08,1.04085876510377E-07,6.35665212023184E-08,4.38070827020927E-08,7.7727069817494E-08
96,,,,4.62692625990968E-08,3.30056932155524E-08,6.37145952294323E-08,6.5861092875726E-08,4.99290477110984E-08,7.88638689167935E-08,7.43691061029968E-08,5.28591105701063E-08,8.60596998109031E-08
97,,,,4.05963864006746E-08,3.0387342346098E-08,5.23862457117256E-08,8.71491935209671E-08,6.29144952431678E-08,1.28915091342681E-07,7.61960047353701E-08,4.06092809749718E-08,1.28493790718665E-07
98,,,,4.34725479466399E-08,3.26003468664737E-08,5.68955528616281E-08,6.22151100415635E-08,4.3300977618325E-08,8.87089628420767E-08,7.67017152310719E-08,4.31173462859628E-08,1.26601252740481E-07
99,,,,4.37583851820023E-08,3.17097275844465E-08,5.82121029898038E-08,7.80099632594992E-08,4.60573944908541E-08,1.11300897387423E-07,8.92506919036862E-08,4.62004049831914E-08,1.32167434922318E-07
100,,,,4.20663694988832E-08,3.10608554432434E-08,5.9540416745089E-08,6.40974156418395E-08,4.49262559006532E-08,1.02933835085158E-07,7.67683420832554E-08,5.48316968126035E-08,1.11451192571129E-07
101,,,,,,,7.42203485041652E-08,5.42525374254884E-08,1.04851001066682E-07,6.65974748533434E-08,4.56940461764551E-08,1.05533759805117E-07
102,,,,,,,6.86702479768542E-08,3.82983971943437E-08,9.17998352889526E-08,1.16488925142969E-07,3.9323214906517E-08,2.0167443478177E-07
103,,,,,,,6.88543940086106E-08,3.99579027643426E-08,1.02918620292769E-07,5.03983817049895E-08,3.46567478419028E-08,6.47586816763616E-08
104,,,,,,,5.72252707146485E-08,3.26943626246153E-08,9.18721889675567E-08,6.50387222892827E-08,3.51607766605847E-08,1.32170394332813E-07
105,,,,,,,6.30265577209836E-08,4.20826385590563E-08,8.59852855583654E-08,6.74572607106683E-08,4.00899461775831E-08,1.10900312044748E-07
106,,,,,,,6.26373263035163E-08,2.94900919239893E-08,1.15352918328426E-07,7.34960721319548E-08,3.89148118173921E-08,9.78747311345766E-08
107,,,,,,,5.01012463812363E-08,3.1182856445137E-08,8.67898304335313E-08,5.14960272794222E-08,3.50740708328819E-08,6.78645034983087E-08
108,,,,,,,6.28822756532088E-08,4.30615922179337E-08,8.93605713869761E-08,6.86696319955142E-08,5.13370352154633E-08,8.50936420585905E-08
109,,,,,,,5.20521894920023E-08,2.9886177680775E-08,9.09103512469756E-08,5.1342438774545E-08,3.36595123625235E-08,7.08418544566788E-08
110,,,,,,,5.16291323175248E-08,4.10210085159216E-08,6.87427836136105E-08,5.79390889043907E-08,3.46662642295807E-08,1.05464080431735E-07
111,,,,,,,5.64768435129537E-08,2.97850319963544E-08,8.48916303179218E-08,5.0132591648359E-08,3.27726451902303E-08,6.93297198909685E-08
112,,,,,,,5.79381882618672E-08,3.7606989670517E-08,1.12682551881941E-07,6.54391928496996E-08,3.38398142100497E-08,1.28851456615564E-07
113,,,,,,,5.42035795358942E-08,3.20350566074268E-08,7.67074104975525E-08,5.02594995399619E-08,3.14147387362832E-08,8.36930817982307E-08
114,,,,,,,5.58624830541513E-08,3.96661841151058E-08,6.58517664102002E-08,6.07140142309485E-08,4.46669258617286E-08,8.92577659191337E-08
115,,,,,,,4.8893752631803E-08,2.607293395999E-08,8.57696168902559E-08,4.49420139029636E-08,3.36404043880615E-08,6.44356844918074E-08
116,,,,,,,7.57032183607009E-08,3.88796839168037E-08,1.5634936486227E-07,6.08199632434747E-08,2.95945605059226E-08,1.33392480764864E-07
117,,,,,,,5.00199963079003E-08,3.25778486409689E-08,6.70777016154034E-08,4.37386253882011E-08,2.92879913654787E-08,6.38094369935042E-08
118,,,,,,,6.15665640246732E-08,3.17231723112599E-08,1.21289271959313E-07,4.50275024081274E-08,3.61947895359075E-08,5.73958495545905E-08
119,,,,,,,4.85905864433533E-08,3.35955184412503E-08,8.50941888804376E-08,4.01408841573433E-08,2.67804273571907E-08,5.17041590282948E-08
120,,,,,,,4.81746725622401E-08,2.85341999658092E-08,6.93918006019108E-08,5.6488025531228E-08,2.71579889687956E-08,9.81370436766345E-08
121,,,,,,,5.32848412800509E-08,3.23892503928391E-08,9.05180452074698E-08,6.43038201057304E-08,3.42049621219568E-08,1.05262653408526E-07
122,,,,,,,4.84473418863966E-08,2.70736683442389E-08,8.80548833848138E-08,3.71598427732304E-08,3.09541316282728E-08,4.4213289770075E-08
123,,,,,,,4.435122296087E-08,3.1328177015529E-08,6.87811822312294E-08,5.1744707230128E-08,2.75738614163856E-08,8.14540156805303E-08
124,,,,,,,5.36761249817867E-08,2.54861305393206E-08,9.17058298928926E-08,3.73617417152398E-08,2.65924115320596E-08,5.42069683954575E-08
125,,,,,,,4.51632073665091E-08,3.57243664280323E-08,6.80079617805992E-08,4.4778409128791E-08,2.51567130830447E-08,8.67414856979091E-08
126,,,,,,,4.6925305656013E-08,2.33849881681181E-08,7.81391520376928E-08,4.8545420675931E-08,2.48325862835704E-08,7.29941638984618E-08
