epoch,C50_val_loss,C50_val_loss_min,C50_val_loss_max,C100_val_loss,C100_val_loss_min,C100_val_loss_max,C150_val_loss,C150_val_loss_min,C150_val_loss_max,C200_val_loss,C200_val_loss_min,C200_val_loss_max
1,0.0251100234873593,0.0189919620752335,0.028693391662091,0.0251100234873593,0.0189919620752335,0.028693391662091,0.0251100234873593,0.0189919620752335,0.028693391662091,0.0251100234873593,0.0189919620752335,0.028693391662091
2,0.00769024950452149,0.00547965827863664,0.0106621228624135,0.00762648179195821,0.00538931584451348,0.0106476346030831,0.00761197020765394,0.00530700057279319,0.0106551579199731,0.00760312802623957,0.00527606040704995,0.0106477993074805
3,0.00441651480505243,0.00325114792212844,0.00503513340372592,0.00438915771897882,0.00328121898928657,0.0050796041963622,0.00451066700741649,0.00331862673629075,0.00532166436314583,0.00445883334381506,0.00330801947275177,0.00511228730902076
4,0.00364308124175295,0.00173554308712482,0.00459601969923824,0.00370305382180959,0.00185182616114616,0.00475757264066488,0.00368945438181981,0.0018498221761547,0.00464023513486609,0.0037461644411087,0.00204230573726818,0.00474831479368731
5,0.00268953359569423,0.00120530413696542,0.00403357604518533,0.00268789305351675,0.00123249699827284,0.00417199777439237,0.00268550927343313,0.00129900478932541,0.00410159789025784,0.00273259871755727,0.00125852338387631,0.00434139050776139
6,0.00194307542580646,0.00094793820171617,0.00380697890650481,0.00216309074137826,0.000889078070758842,0.00387052230071276,0.00209600529808085,0.000908554127090611,0.00376924515003338,0.00213347003620584,0.000842539771110751,0.00410180711187422
7,0.0014877180889016,0.00060869887820445,0.00408767311600968,0.00147441952372901,0.000602271597017534,0.00416589048691094,0.00146600417443551,0.000548935815459117,0.00343523407354951,0.001390914900403,0.000572511479549576,0.00364847097080201
8,0.00106527688069036,0.000534054209128954,0.00231687432387844,0.00101199063647073,0.000478752944036387,0.00239204844692722,0.000995139385922812,0.000472663565597031,0.00231941543752328,0.0011396099140984,0.000483412272296846,0.00266593599226326
9,0.000945710944070015,0.000520537729607895,0.00151287723565474,0.000757957687601447,0.000396086086402647,0.0015064220118802,0.000774430561286863,0.00042423907580087,0.0014378574793227,0.000755953060870525,0.00036987890052842,0.00161650315276347
10,0.000723897782881977,0.000249898677429883,0.00146548108314164,0.000715244170132792,0.000241107014153386,0.00120689084578771,0.00061554621293908,0.0002318832630408,0.00124004308017902,0.000609327455313178,0.000242025331681361,0.0012100548890885
11,0.000639389617717825,0.000240168172604172,0.00146977651747875,0.000536488071229542,0.000260042668378446,0.000898531405255199,0.000474089120834833,0.000211357481020968,0.000787752572796308,0.000510316338768462,0.000252953723247629,0.000894231611164287
12,0.00040720646182308,0.000220868564065313,0.000699127122061327,0.00036816770581936,0.000156416170284501,0.000633850782469381,0.000375835171289509,0.00021188339960645,0.000598740117857233,0.000388758519184194,0.000165254884996102,0.000633076779195108
13,0.000369366045924835,0.000190727124572732,0.00069275303685572,0.00034168289945228,0.000159590362454765,0.000672612598282285,0.000299052719710744,0.000142463734300691,0.000520252378191799,0.000397707102674758,0.00016926769312704,0.000778058479772881
14,0.000300554537534481,0.000181257413350977,0.000538468972081319,0.00031114150180656,0.000138185671312385,0.000605165617889725,0.000330841940667597,0.000130104773779749,0.00047893120063236,0.000309588240488665,0.000154455196025083,0.000595909902767744
15,0.000266884940574528,0.000124689635049435,0.000561042281333357,0.000335299820071668,0.000112291983168689,0.000948379683541134,0.000423274168060743,0.000129562914298731,0.000952816108474508,0.000467269231012324,0.000196281780517893,0.00137597206630744
16,0.000224031168036163,0.000112193168752128,0.00045689930266235,0.000232031079722219,0.000111058089896687,0.000461794479633682,0.000346800035840715,0.000121750562539091,0.000795213441597298,0.000368412279203767,0.000111384342017118,0.000871181843103841
17,0.000223098809474322,8.6038210974948E-05,0.000407926227489952,0.000209804435289698,0.000126517766329926,0.00036129518848611,0.00020283490732254,8.36165447253734E-05,0.000405675217916723,0.000201438099902589,0.000102268135742634,0.000359996757470071
18,0.000186458063981263,8.79043484019348E-05,0.000304149789008079,0.000244776102554169,0.000121359557306278,0.000347251792845782,0.000183114010433201,0.00012125808170822,0.000267225083371159,0.000185301736928523,8.48440780828241E-05,0.000416863783902954
19,0.000169710247428156,8.77402373589575E-05,0.000315377931110561,0.000162083899522258,7.27240740161506E-05,0.000291068326623645,0.00017758006513759,8.21535672002938E-05,0.000297530036914395,0.000210042027028976,7.32493768737186E-05,0.000359474701690488
20,0.000157688777326257,0.000107279189614928,0.000250730463449145,0.000229882427520351,6.37528923107311E-05,0.000513628513726872,0.000189744711497042,9.25011909203022E-05,0.000380014019901864,0.000242548677269951,0.00012921882334922,0.000342402316164225
21,0.000131702376820613,6.40494803519687E-05,0.000227431343955686,0.000184614613353915,7.04127758581308E-05,0.000280456781183602,0.000146501108793018,6.28836474788841E-05,0.000245843721495476,0.000191697048976494,7.03407777109533E-05,0.00031246397193172
22,0.000110587992348883,6.16313376667677E-05,0.00019370355294086,0.000118605099305569,5.10823456352227E-05,0.000201854119222844,0.000141878166214156,8.12856711490895E-05,0.000211652871803381,0.000115746448391292,5.59065691049909E-05,0.000207310754922219
23,0.000112423922364542,5.56908573344117E-05,0.000217313054599799,0.000104623912848183,4.72685875138268E-05,0.000210823087400058,9.54054457179154E-05,4.92949813633459E-05,0.000140879495302215,0.000145928545825882,5.1846095448127E-05,0.000317222494049929
24,9.78654681966873E-05,6.23000672931085E-05,0.000158067160737119,0.000140116386100999,7.50822146073915E-05,0.000202385604643496,0.000163329541464918,9.88364001386799E-05,0.000273070698312949,0.000216507371733314,0.000103570309511269,0.000516994134522975
25,8.78791815193836E-05,4.36290700235986E-05,0.000148336506390478,9.5525677279511E-05,6.96294562658295E-05,0.000112304949288955,0.000120133476302726,5.7437290524831E-05,0.000249249722401146,0.000141196201038838,7.03416882970487E-05,0.000259547869063681
26,7.7754510602972E-05,4.08859677918372E-05,0.000123677882220363,9.28102205944015E-05,6.68644373945426E-05,0.000137205758073833,8.23663291521371E-05,5.04302013723645E-05,0.000123831790915574,0.000107935134728905,3.61668284313055E-05,0.000212885473592905
27,6.92102347238688E-05,3.9139297859947E-05,0.000106194197724108,0.000159199180379801,7.31981805074611E-05,0.000345326779643074,0.000158995032579696,5.87885131608346E-05,0.000292945104592945,0.000152622850509943,9.71738198131789E-05,0.000221045462239999
28,7.10254663317755E-05,4.01633825276804E-05,0.000105443911161274,0.000106132235850964,7.78515475758468E-05,0.000145307340790168,0.000147403888895497,5.10338278218114E-05,0.000432110299880151,9.16094930653344E-05,5.75104631934664E-05,0.000144079343954218
29,6.57638836855767E-05,3.37949471941101E-05,0.000106282589331386,0.000184752457134891,5.97395081058494E-05,0.000468128125066869,0.00012480130088079,6.63782097035437E-05,0.00019372879396542,0.000114269529931335,3.47600353961752E-05,0.000368276017252356
30,5.84120714302117E-05,3.08006933664728E-05,8.80250627233181E-05,7.80779155320488E-05,4.9935750575969E-05,0.000117844552733004,0.000134486529714195,8.1192495963478E-05,0.000197559280059068,0.000174181062266143,3.50453711689625E-05,0.000422761362278834
31,5.86745103100839E-05,2.98982447020535E-05,9.30310594412731E-05,8.97609537605604E-05,3.26951329952863E-05,0.000224129276466556,0.000142119346637628,3.40401675202884E-05,0.000414870801614597,7.91212721014745E-05,5.05511494338862E-05,0.00010565378361207
32,5.19378164790396E-05,3.12873919028789E-05,7.55297844079905E-05,5.2466648612608E-05,3.10882124722411E-05,7.71333054217394E-05,0.00013894343874199,2.83397278508346E-05,0.000369788444368169,6.62056613873574E-05,3.90492747101234E-05,0.000116036884719506
33,4.96889729765826E-05,2.93049368337961E-05,7.18925535693415E-05,9.07373517657106E-05,2.79201368357462E-05,0.000253110934863798,0.000144958383170888,5.02882048749598E-05,0.000301373370166402,0.0001052484509637,3.29256259647082E-05,0.000197982374811545
34,4.49823002963967E-05,2.65088883679709E-05,6.8749249294342E-05,6.70982088922756E-05,3.34862821546267E-05,9.8031929883291E-05,0.000100836155324942,3.34463096805848E-05,0.000292549972073175,6.56435475320905E-05,5.2369397963048E-05,7.74984180679894E-05
35,4.47505072406784E-05,2.66313456450007E-05,6.88137839460978E-05,6.31479187359219E-05,2.43219734329614E-05,0.000128292211593362,6.18421007675352E-05,2.88178208393219E-05,0.000120832393076853,6.16541522867919E-05,3.33341748955718E-05,9.70979268458905E-05
36,4.23493949892873E-05,2.63136295870936E-05,6.42390588836861E-05,8.25072257430293E-05,3.50229474861408E-05,0.000191035496391123,5.97795299836435E-05,2.64399221123313E-05,8.15698469523341E-05,4.6751516747463E-05,3.44357897120062E-05,6.96602910466027E-05
37,4.10589201419498E-05,2.56533428000694E-05,6.26644114163355E-05,6.3219723488146E-05,3.69241230146145E-05,0.0000886981626535999,9.68353677671985E-05,5.21850930454093E-05,0.000213801760401111,0.000134244665059668,4.83406107377959E-05,0.000208960811141878
38,3.99427913271211E-05,2.37783342527109E-05,6.27092042122968E-05,6.77843067569484E-05,3.20570025905909E-05,0.000124848991254112,0.000231493829123792,7.45548686609254E-05,0.000599318864988163,0.000204238584829,4.52027124083543E-05,0.000441260053776205
39,3.87016512922855E-05,2.35328196595219E-05,6.09396485742764E-05,7.18956918171898E-05,3.20292215292284E-05,0.000111776336052571,5.28578667035617E-05,3.56171924977389E-05,8.18028629510081E-05,0.000105108668230969,3.91686472539732E-05,0.000273437949363142
40,3.8028817061786E-05,2.320213980056E-05,5.85054162002052E-05,6.68499744278961E-05,1.98791536604404E-05,0.000103318109540851,0.0002812656975766,3.21584661833185E-05,0.00122814271890093,0.000100084501291349,2.20474540128635E-05,0.000282050652458565
41,3.72440088176518E-05,2.23500785523356E-05,5.88007567785098E-05,4.03225963236764E-05,2.2732949219062E-05,5.66835287827416E-05,6.40522036974289E-05,1.75619903984625E-05,0.000180706680839648,5.53477149333048E-05,2.61442287410318E-05,0.000112642485692049
42,3.6635638525695E-05,2.22670346374798E-05,5.61514687433373E-05,4.58465598057956E-05,3.61592653462139E-05,7.3678159424162E-05,4.07725544755522E-05,2.92775097477715E-05,5.42041037988383E-05,0.000120213025165867,2.6176466326433E-05,0.000416491308715195
43,3.57450354567845E-05,2.19275979816302E-05,5.52146706468193E-05,8.35065353930986E-05,4.01525839151873E-05,0.00012683912027569,5.3244731243467E-05,3.95022383600008E-05,7.3726262053242E-05,8.46518842990918E-05,2.54325423156843E-05,0.000191038212506101
44,3.55659411070519E-05,2.21495381538261E-05,5.48416246601846E-05,6.28492725627439E-05,2.65572521129798E-05,0.000133981554972706,5.91282534514903E-05,2.58996025877423E-05,0.000124686355775339,9.08481488295365E-05,3.32837225869298E-05,0.000242719663219759
45,3.50061155131698E-05,2.15837205360003E-05,5.45796983715263E-05,5.68584491975344E-05,2.47120302901749E-05,0.000156876933760941,8.79683566381573E-05,6.17712121311342E-05,0.000146777327972814,8.74143498276681E-05,2.53744370183995E-05,0.000195093111688038
46,3.51212667465006E-05,2.16228852423228E-05,5.40859224201995E-05,2.95080350406352E-05,1.64705437782686E-05,4.46250763161515E-05,6.00888878580008E-05,3.89471783819317E-05,9.33140669076238E-05,8.50365183578106E-05,4.29462041211082E-05,0.000130407707911218
