epoch,P50_val_loss,P50_val_loss_min,P50_val_loss_max,P100_val_loss,P100_val_loss_min,P100_val_loss_max,P150_val_loss,P150_val_loss_min,P150_val_loss_max,P200_val_loss,P200_val_loss_min,P200_val_loss_max
1,0.00285061490372755,0.00123847707291134,0.00379817771026865,0.00285061490372755,0.00123847707291134,0.00379817771026865,0.00285061490372755,0.00123847707291134,0.00379817771026865,0.00285061490372755,0.00123847707291134,0.00379817771026865
2,0.00166167572780978,0.000503316831600387,0.00249100045766681,0.00166209716757294,0.000505427329335362,0.00248726992867887,0.00166250575886806,0.000505734834587202,0.00248546648654155,0.00166278918535681,0.000505591747059952,0.0024844634346664
3,0.00129843875387451,0.000483456956862938,0.00234250600915402,0.00127498711721273,0.000477425605640747,0.00232818777440116,0.00130606805207208,0.000475931007531472,0.00232336078770459,0.00131165414408315,0.000475240967352875,0.00232176744611934
4,0.000534446383971954,0.000264227347361157,0.000689895544201136,0.000628886441991199,0.000205020396970212,0.00118275780114345,0.000543659823160852,0.000182679970021127,0.000817575541441329,0.0010538390284637,0.000175316417880822,0.00324796190252528
5,0.000446040082970285,0.000139127969305264,0.000814487430034205,0.000427672377263661,0.000148901555076009,0.000602564355358482,0.000401942996031721,0.000143762389416224,0.000583996818750165,0.0004095509761828,0.00014684923189634,0.000597412412753329
6,0.000370603975752601,0.000128681868227432,0.000536493648542091,0.000743259698574548,0.000129419063523528,0.00201426509884186,0.00133532778680092,0.000129723575082608,0.00501330788247287,0.000416935843823012,0.00013380416930886,0.000596523564308882
7,0.000484156651800731,0.000223406007717131,0.000646539044100791,0.000583315509429667,0.000267286521557253,0.00103801330260467,0.000381006625539158,0.000148436847666744,0.000588193105068058,0.000377558343316196,0.000144494085543556,0.000605687496135943
8,0.000430685975952656,0.000126029861348798,0.000923001902992837,0.000576687403881806,0.00012252487904334,0.00169385865447111,0.000400164074962959,0.000128440478511038,0.000766801185091026,0.000598331376095302,0.000157276545360219,0.000938914495054632
9,0.000551928170534666,0.000121711004612735,0.00172079073963687,0.000308703582559247,0.000112287088995799,0.000558567314874381,0.000422389339000802,0.00012521847129392,0.000797325812163763,0.000298542312084464,0.000128417721862206,0.000515585605171509
10,0.000283064069735701,0.000110358328311122,0.000503821714664809,0.000321795511372329,6.53935365335201E-05,0.000533889132202603,0.000351546831298037,0.000129010940872831,0.000544649660878349,0.00094897711143858,7.62370944357826E-05,0.00365859988378361
11,0.00029742073995294,7.16485963494051E-05,0.000580849871039391,0.000288932039875363,4.78160594866495E-05,0.000739093541051261,0.000586504977181903,0.000115274254858377,0.00189400000381283,0.000228268750579446,0.000105330237784074,0.000449607174959965
12,0.00083827447710064,4.91313267048099E-05,0.00314929378218949,0.000359134277132398,4.83996762341121E-05,0.00107901879237033,0.000149115166386764,5.55078417164623E-05,0.000280229712370783,4.65201241297262,5.41814737516688E-05,23.2591485500336
