epoch,N50_val_loss,N50_val_loss_min,N50_val_loss_max,N100_val_loss,N100_val_loss_min,N100_val_loss_max,N150_val_loss,N150_val_loss_min,N150_val_loss_max,N200_val_loss,N200_val_loss_min,N200_val_loss_max
1,0.011246010074392,0.00699354307726026,0.0170784729067236,0.011246010074392,0.00699354307726026,0.0170784729067236,0.011246010074392,0.00699354307726026,0.0170784729067236,0.011246010074392,0.00699354307726026,0.0170784729067236
2,0.00373931454261765,0.00276202557142824,0.00452086961595342,0.00373931454261765,0.00276202557142824,0.00452086961595342,0.00373931454261765,0.00276202557142824,0.00452086961595342,0.00373931454261765,0.00276202557142824,0.00452086961595342
3,0.00172089861123823,0.00137954984675162,0.00197576585342176,0.00172089861123823,0.00137954984675162,0.00197576585342176,0.00172089861123823,0.00137954984675162,0.00197576585342176,0.00172089861123823,0.00137954984675162,0.00197576585342176
4,0.00116024587885477,0.000900287443073466,0.00153650174033828,0.00116024587885477,0.000900287443073466,0.00153650174033828,0.00116024587885477,0.000900287443073466,0.00153650174033828,0.00116024587885477,0.000900287443073466,0.00153650174033828
5,0.00087022015301045,0.000662895935238339,0.00103296302841045,0.00087022015301045,0.000662895935238339,0.00103296302841045,0.00087022015301045,0.000662895935238339,0.00103296302841045,0.00087022015301045,0.000662895935238339,0.00103296302841045
6,0.000705361274303868,0.000549703510478139,0.000856369847315364,0.000705361274303868,0.000549703510478139,0.000856369847315364,0.000705361274303868,0.000549703510478139,0.000856369847315364,0.000705361274303868,0.000549703510478139,0.000856369847315364
7,0.000547049223387148,0.000437197538849432,0.000718458805931732,0.000547049223387148,0.000437197538849432,0.000718458805931732,0.000547049223387148,0.000437197538849432,0.000718458805931732,0.000547049223387148,0.000437197538849432,0.000718458805931732
8,0.000560965104523348,0.000286550433520461,0.000881743722129613,0.000560965104523348,0.000286550433520461,0.000881743722129613,0.000560965104523348,0.000286550433520461,0.000881743722129613,0.000560965104523348,0.000286550433520461,0.000881743722129613
9,0.000385608279029839,0.000252867533708923,0.000557028473122045,0.000385608279029839,0.000252867533708923,0.000557028473122045,0.000385608279029839,0.000252867533708923,0.000557028473122045,0.000385608279029839,0.000252867533708923,0.000557028473122045
10,0.000350922958459705,0.000178737886017188,0.000508893409278244,0.000350922958459705,0.000178737886017188,0.000508893409278244,0.000350922958459705,0.000178737886017188,0.000508893409278244,0.000350922958459705,0.000178737886017188,0.000508893409278244
11,0.00033364467904903,0.000160451144620311,0.000530110354884528,0.00033364467904903,0.000160451144620311,0.000530110354884528,0.00033364467904903,0.000160451144620311,0.000530110354884528,0.00033364467904903,0.000160451144620311,0.000530110354884528
12,0.000303294118057238,0.000151286542677553,0.000416845320432913,0.000303294118057238,0.000151286542677553,0.000416845320432913,0.000303294118057238,0.000151286542677553,0.000416845320432913,0.000303294118057238,0.000151286542677553,0.000416845320432913
13,0.000233497289882507,0.000155251977412263,0.000344382658659015,0.000233497289882507,0.000155251977412263,0.000344382658659015,0.000233497289882507,0.000155251977412263,0.000344382658659015,0.000233497289882507,0.000155251977412263,0.000344382658659015
14,0.000418631472930429,0.000139732560273842,0.00115182239678688,0.000418631472930429,0.000139732560273842,0.00115182239678688,0.000418631472930429,0.000139732560273842,0.00115182239678688,0.000418631472930429,0.000139732560273842,0.00115182239678688
15,0.000190526532605872,0.000129814512547455,0.000247561315336498,0.000190526532605872,0.000129814512547455,0.000247561315336498,0.000190526532605872,0.000129814512547455,0.000247561315336498,0.000190526532605872,0.000129814512547455,0.000247561315336498
16,0.000177360004745424,0.000135167908592848,0.000251657466287725,0.000177360004745424,0.000135167908592848,0.000251657466287725,0.000177360004745424,0.000135167908592848,0.000251657466287725,0.000177360004745424,0.000135167908592848,0.000251657466287725
17,0.000175735269294819,8.28369051305344E-05,0.000294843818846857,0.000175735269294819,8.28369051305344E-05,0.000294843818846857,0.000175735269294819,8.28369051305344E-05,0.000294843818846857,0.000175735269294819,8.28369051305344E-05,0.000294843818846857
18,0.000157818320294609,8.57689024996944E-05,0.00024595159193268,0.000157818320294609,8.57689024996944E-05,0.00024595159193268,0.000157818320294609,8.57689024996944E-05,0.00024595159193268,0.000157818320294609,8.57689024996944E-05,0.00024595159193268
19,0.000166046475569601,7.50735955080018E-05,0.000260032875667093,0.000166046475569601,7.50735955080018E-05,0.000260032875667093,0.000166046475569601,7.50735955080018E-05,0.000260032875667093,0.000166046475569601,7.50735955080018E-05,0.000260032875667093
20,0.000178987523104297,8.89655049832072E-05,0.00026311638430343,0.000178987523104297,8.89655049832072E-05,0.00026311638430343,0.000178987523104297,8.89655049832072E-05,0.00026311638430343,0.000178987523104297,8.89655049832072E-05,0.00026311638430343
21,0.000129965671148966,9.38011191465193E-05,0.000153385462908773,0.000129965671148966,9.38011191465193E-05,0.000153385462908773,0.000129965671148966,9.38011191465193E-05,0.000153385462908773,0.000129965671148966,9.38011191465193E-05,0.000153385462908773
22,0.000140169071382843,8.40749751660042E-05,0.000250942914863117,0.000140169071382843,8.40749751660042E-05,0.000250942914863117,0.000140169071382843,8.40749751660042E-05,0.000250942914863117,0.000140169071382843,8.40749751660042E-05,0.000250942914863117
