epoch,H50_val_loss,H50_val_loss_min,H50_val_loss_max,H100_val_loss,H100_val_loss_min,H100_val_loss_max,H150_val_loss,H150_val_loss_min,H150_val_loss_max,H200_val_loss,H200_val_loss_min,H200_val_loss_max
1,0.00262752053327858,0.00145175666548312,0.00365985472453758,0.00262752053327858,0.00145175666548312,0.00365985472453758,0.00262752053327858,0.00145175666548312,0.00365985472453758,0.00262752053327858,0.00145175666548312,0.00365985472453758
2,0.00151904444093816,0.000673294204170816,0.00254854982485995,0.00150945574685466,0.000634901676676236,0.00254807729506865,0.00150682668725494,0.00062544102256652,0.00254789205500856,0.00150581393565517,0.00062201002438087,0.00254781453404576
3,0.00121263198059751,0.000428972084773704,0.00228231886867434,0.00118913847807562,0.000313466605439317,0.00228112156037241,0.00118422329309396,0.000289390512625687,0.00228065901319496,0.00118511747466982,0.000294054979895009,0.00228045136900619
4,0.000629908215923933,0.000270092933351407,0.00111067400139291,0.00061825197408325,0.000212501614441862,0.00108915127930231,0.000806088325334713,0.000484495567798149,0.00115067222795915,0.00078293168800883,0.000484571448760107,0.00107754235505126
5,0.000506996174226515,0.000375608347530942,0.00059397786972113,0.000482316814450314,0.00024316713315784,0.000612031994387507,0.000465709368145326,0.000172980486968299,0.00060771421121899,0.0004581666750164,0.00014272384760261,0.000604732107603923
6,0.000379145775659708,0.000140842306427658,0.000539669179124758,0.000418797573656775,0.000191065861145034,0.000557513152307365,0.000370188292145031,0.000138886708009522,0.000528518838109449,0.000394162195152603,0.000140388957515825,0.00060172893863637
7,0.000414266180814593,0.000128372847757419,0.000683779935934581,0.000456130424936418,0.000138095162037644,0.000859871908323839,0.000663857803447172,0.000131103981402703,0.00174588328809477,0.000598812032767455,0.000135643914472894,0.00135915332939476
8,0.00601410185161512,0.00013209050957812,0.0289259225130081,0.000640833777652006,0.000129021927205031,0.00226121112937108,0.000317755456562736,0.000143070652120514,0.000449926420697011,0.000315550651648664,0.000153493156904005,0.000582910404773429
9,0.000280115899149678,0.000138219909058535,0.00065526842372492,0.000272617104492383,5.63800997042563E-05,0.000757621499360539,0.000260055655671749,0.000112313683712273,0.000498711460386403,0.000403202054367284,0.000135321131165256,0.000664134122780524
10,0.000144511107646395,6.35040629276773E-05,0.000228235817485256,0.000167094591088244,9.24406504054787E-05,0.000250589299685089,0.00020539721550449,7.32672519006883E-05,0.000479285934125073,0.000158313917709165,0.000119862999417819,0.000197916985052871
11,0.000188116651188466,4.6464193292195E-05,0.000316475093131885,0.000513942993202363,5.56207578483736E-05,0.00192408055299893,0.000195806136907777,0.000131828991652583,0.000262048892909661,0.00013964734334877,5.1980436728627E-05,0.000228652357327519
12,0.000300552194275952,6.82099036566797E-05,0.000959784357110038,0.000258495255620801,0.00013551768315665,0.000616352446377277,0.000196047666468075,0.000132765977105009,0.000328863922914024,0.00013083828784147,4.67643001684337E-05,0.00020192169904476
13,0.000207981042258325,0.00010232976928819,0.000362570598372258,0.000316390907901223,0.000132721086993115,0.000851934371166863,0.00339599401915621,0.000131467510436778,0.012322448566556,0.000296630748380267,4.53750575616141E-05,0.000959127405076288
14,0.000149234931850515,7.01117396602058E-05,0.000213041119422996,0.00168663738520991,8.98180715012131E-05,0.00769995995797217,0.0015457206559222,8.61226169945439E-05,0.00688127756584436,0.000144669467663334,4.36835211075959E-05,0.000215145310357912
15,0.000289192918826302,4.52164667876787E-05,0.000709451793227345,0.000204190570657374,8.97006029845215E-05,0.00028830857554567,0.000342665691277944,0.000134821484971326,0.000828988922876306,0.000182365056352865,4.1977479304478E-05,0.000483150646323338
16,0.000461931958379864,6.55303812891361E-05,0.00179905582917854,0.000263964591540571,4.91699744088692E-05,0.000883858220186085,0.000227004121734353,4.40028386947233E-05,0.000550660616136156,0.000587238707776123,4.32214654210838E-05,0.00111548730637878
17,0.000335826847003773,0.000129586854018271,0.000878518729587086,0.000220700452264282,4.55377794423839E-05,0.000536327635927592,0.000181543181424786,4.33969727964723E-05,0.000515546738461126,0.000211003628064645,9.27822133235168E-05,0.000350316244293936
18,0.000152518648246769,6.08245725743473E-05,0.000229614387353649,0.000316495360784757,8.64425643158029E-05,0.000874753500102088,9.60987701546401E-05,4.75133359941538E-05,0.000161335777011118,0.000161096494484809,6.85261607941356E-05,0.000296206946950406
19,0.000147948721423745,8.82407304743538E-05,0.00022641538453172,0.000359228035085835,6.25952787231654E-05,0.000949138702708297,0.000142557212275278,5.6940761533042E-05,0.000242802028515143,0.000275048047078599,5.19440020070761E-05,0.000721686331962701
20,0.00027170055982424,9.3554194245371E-05,0.000525947388086934,0.000585007991321618,9.68613268923946E-05,0.00123814842081629,0.000323814149087411,4.6652239143441E-05,0.00121141917188652,0.000172011896502227,7.64399006584426E-05,0.000285669387085363
21,0.000190622070949757,6.61555477563525E-05,0.000285305722354678,0.000142129255036707,5.72294440644328E-05,0.000308858917560428,0.00018499520716432,5.25993993505836E-05,0.0004237584391376,0.000464688131578441,5.14135224875645E-05,0.00120891248225234
22,9.39718889276264E-05,5.05530601003557E-05,0.000149675704960828,8.52296902667149E-05,4.48051270723227E-05,0.000146627882713801,0.000548462283222761,5.2689799304062E-05,0.00128296120092273,0.000153588062275958,3.77592899894808E-05,0.00035302417963976
23,0.000103520769698662,4.52332707936876E-05,0.000315065358154243,6.5202627411054E-05,4.56183650385356E-05,0.000135062174013001,7.94724582010531E-05,4.05905824663932E-05,0.000151797644139151,0.00014222194240574,3.89595024898881E-05,0.000240581939578988
24,0.000185756196442526,2.63777701547951E-05,0.000373993924586102,8.50186884781579E-05,4.27548429797753E-05,0.000213985961454455,8.00291865198233E-05,2.13993443139771E-05,0.000214636151213199,0.000836503338905459,3.7505285035877E-05,0.00363646055338904
25,0.000192570280923974,4.5394020708045E-05,0.000691354487207718,0.000160538496675144,4.675226227846E-05,0.000412218968267553,0.00022163309096868,3.70526723600051E-05,0.000685148450429551,9.42248371939059E-05,6.51420299618621E-05,0.00012700449951808
26,0.000343513555053505,5.20555437105941E-05,0.00127021705848165,6.95560623717029E-05,4.21307511714986E-05,0.000143291083441,0.000207035671846825,1.89158476132434E-05,0.000675203287391923,0.297861319203075,4.33234830779838E-05,1.48896473050117
27,0.000126636035056436,4.80719430925092E-05,0.000322820953442715,0.00014528456806147,4.2598837717378E-05,0.000320193536754232,0.000334820567804854,6.25808401309769E-05,0.000579563231440261,0.0229278083653116,4.64646112959599E-05,0.114362208172679
28,0.000201478441795189,3.12970304548799E-05,0.000370223283243831,0.000113314321733924,3.95747839320393E-05,0.000220699355850229,0.000370486680294562,4.48559007054428E-05,0.00140742944204248,0.0144757527299589,4.58165883173933E-05,0.0715965818613768
29,0.00012523941200925,1.94686102986452E-05,0.000250932149356231,0.000141008676764613,4.23522289565881E-05,0.000401796292862855,8.0514584260527E-05,2.89186435111333E-05,0.00017329468682874,0.00800251918037247,4.91478389449185E-05,0.0393043959513307
30,5.13231431796157E-05,2.17220810554863E-05,8.14800363514223E-05,0.000100016236792726,6.1228889717313E-05,0.000142082009915612,5.89680974917428E-05,3.60849681783293E-05,7.68715190133662E-05,0.00460271790288971,4.4130343485449E-05,0.0224610364995897
31,8.12171399320505E-05,1.76499654571671E-05,0.000210263061308069,0.000797160108231765,5.03138047861285E-05,0.0028370960848406,0.000125025822344469,4.37542956206016E-05,0.000231646364409244,0.0032803553827398,4.41529286035802E-05,0.0153827683068812
32,0.000191206017616423,1.71287312241475E-05,0.000771662595798261,0.000137574414693518,4.67883479359443E-05,0.000394652583054267,34.7484727118782,5.56815413801814E-05,173.741525650024,0.00214623084062623,4.52454854894313E-05,0.0104938152944669
33,0.000123174158779875,3.00861755931692E-05,0.000355160387698561,0.000227229718730086,5.36915291377227E-05,0.000714717482333072,0.169852230389406,6.06014518780285E-05,0.848525688052177,0.00495699064769724,4.59865070297383E-05,0.0239409962669015
34,8.67213148922019E-05,2.15242157537432E-05,0.000183767687849468,0.000287517325341469,6.05697072387557E-05,0.00108360821323004,0.115250112134017,8.1803802822833E-05,0.574412859976292,0.00264411859287066,3.81063404347515E-05,0.00891957816202194
35,4.89419109089795E-05,1.72507502156805E-05,7.94688599853544E-05,8.92332260627882E-05,2.72765037152567E-05,0.000152837671339512,0.119316438548485,7.64905136747984E-05,0.592271968722343,0.00162270510569215,6.08214746534941E-05,0.00768851933535189
36,0.000927305215118395,2.17032469663536E-05,0.00434088117908686,0.000211292060084816,1.84336997335777E-05,0.000715292154927738,0.0539028685708035,6.40207279502647E-05,0.268646223843098,0.00182056776262471,4.65829345557722E-05,0.00857885670848191
37,0.000149334340803762,2.20183555029507E-05,0.000294783612480387,0.000101524237579724,1.63831555255456E-05,0.000360499153612182,0.0423975165709999,5.45706381672062E-05,0.211620661616325,0.00164318393584836,5.08774643094512E-05,0.00650203530676663
38,7.90642602714797E-05,1.65296667091752E-05,0.000177514868119033,0.000140186524331511,1.55882705257682E-05,0.000543940963689238,0.0457125833561622,2.1791056587972E-05,0.228377852588892,0.00125544788586922,2.25238810344308E-05,0.006020029890351
39,0.000319548914212646,2.86500529000477E-05,0.00139842496719211,0.000336391970176919,2.37419805671379E-05,0.00142556907376274,0.0339739345169073,2.3026095914247E-05,0.166890658810735,1.05712982259669,4.74937802209752E-05,5.28031210899353
40,0.000141940266203164,2.06804749723233E-05,0.000544793752487749,0.000196384651299013,2.07535625122546E-05,0.000641451758565381,0.0260432466945349,4.69700944449869E-05,0.129817806556821,0.108528126763958,5.93958242461667E-05,0.537518280744553
41,0.000146317672224541,5.58158995772828E-05,0.000424616671807598,0.000222158067399505,1.93600887996581E-05,0.000386019394500181,0.0246325461048764,4.17816743720323E-05,0.122674508020282,0.015192117953884,5.24866829437087E-05,0.0713417035527527
42,5.41833992429019E-05,2.91993849714345E-05,7.16289559932193E-05,2.61891400859743,1.59372786129097E-05,13.0944241046906,0.0224624737189151,2.98147828289075E-05,0.112031121365726,0.0100881048560768,6.8609879417636E-05,0.046077979914844
43,9.82643948191253E-05,2.44407598984253E-05,0.000307679483375978,0.0700428484551503,1.18369799110951E-05,0.350059730559588,0.0196164903064164,3.06436554637912E-05,0.0973721478134394,0.00765913062728941,0.000509498614701443,0.0327474747784436
44,0.000105264221447214,1.54840703089576E-05,0.000383464085462038,0.0325862547310317,2.89982039248571E-05,0.155164583027363,0.0171888463411142,1.56965251790098E-05,0.0856615763157606,0.00633127622149914,3.74907511286438E-05,0.0277641647960991
45,7.77046196890296E-05,1.88446864740399E-05,0.000247159934951924,2.18518628273892,2.86113655420195E-05,10.2655622243881,0.014398732048403,1.47709444263455E-05,0.0715815976262093,0.00518877453032474,2.3544491341454E-05,0.0217866417020559
46,0.000151175780556514,3.7237761716824E-05,0.000257514713302953,0.0447256162348003,2.03350242827582E-05,0.103693371266127,0.0134349517369719,1.88384578450496E-05,0.0663484897464514,0.00610763635744661,2.29717397814966E-05,0.0194549987092614
47,3.36658147807611E-05,1.71160388163116E-05,5.93784461671021E-05,0.0283287821801514,1.95498402263183E-05,0.0799986254423857,0.0115212645427346,2.51821591518819E-05,0.0571105465292931,0.00418433215355435,1.75458861122024E-05,0.0173689725808799
48,3.71805933173164E-05,1.73478901160706E-05,5.37709585842094E-05,0.0205805342406165,5.8700364206743E-05,0.0673213286325336,0.0402001145054146,1.82890041742212E-05,0.148977918550372,0.00462197914665012,3.38784359882993E-05,0.0195721123367548
49,3.77178226426622E-05,1.35619467982906E-05,0.000104443029340473,0.0184906293641689,0.000119227869799943,0.0592919994145632,0.017251725135493,1.75878612481029E-05,0.0472864771261811,113.53765047245,4.64567410745076E-05,567.667092895508
50,2.74462249490171E-05,1.57136076722964E-05,4.46055206339224E-05,0.0162736952716841,2.22640160245646E-05,0.0518693576566875,0.0126090071086765,2.95905231723737E-05,0.0445275387726724,0.286127309453514,4.40613574028248E-05,1.41149477362633
51,,,,0.0152836735582241,9.37679036724148E-05,0.0464204817079008,2.75510614976207,3.06202318824944E-05,13.7142353057861,0.197651432873899,8.59680189023493E-05,0.973048400878906
52,,,,0.0134566307195928,0.000143707973620622,0.0419596470892429,0.331295344893897,2.56913045632246E-05,1.59812472462654,0.263197779945185,0.000187075573921902,0.915302476286888
53,,,,0.0124087197204062,6.46186272206251E-05,0.0379988267086446,0.253433922172862,1.89757528460177E-05,1.20930260419846,0.19294226667902,0.00029490503075067,0.837320432066917
54,,,,0.0122070202150826,2.3519976548414E-05,0.0353073379956186,0.166300903212832,0.000125968595966697,0.745885747671127,0.208458892626004,5.04550513142021E-05,0.83701722919941
55,,,,0.0103789018932184,2.116895693689E-05,0.0320895516313613,0.102724992725562,8.55214573675767E-05,0.464945757389069,0.167165362024389,0.000128865589795169,0.727345034480095
56,,,,0.0101771315798396,6.55303865642054E-05,0.0294514834880829,0.067680228711688,4.76540310046403E-05,0.287825764715672,0.138759675236724,9.87879120657453E-05,0.635803163051605
57,,,,0.00993028181776026,4.84033165776054E-05,0.0274801996536553,0.0317277936127357,0.000134114753382164,0.112341801449656,0.150272339461008,0.00014216136005416,0.557169060409069
58,,,,0.00806340486549743,5.77591139517608E-05,0.0255282579921186,0.051800942664122,4.32073618867435E-05,0.216194321960211,0.106065192534006,0.000741996869328432,0.49341157078743
59,,,,0.00785083300545011,1.91537442333356E-05,0.0238650341052562,0.0252964615008386,1.65558863955084E-05,0.0838814061135054,0.0930531041255017,6.72084050165722E-05,0.439360299706459
60,,,,0.00702134658145951,3.08375063468702E-05,0.0225446362514049,0.0339751865021935,1.81023789082246E-05,0.129530475661159,0.0851161807571043,9.14551925234264E-05,0.399443008005619
61,,,,0.00718915403962455,4.7785680180823E-05,0.0212417103350163,0.019994917176773,4.86148292111466E-05,0.061695758625865,0.0814915934609599,0.000275914643134456,0.384045411646366
62,,,,0.00658594522752537,2.73689347523032E-05,0.0198878240771592,43.8144938345141,4.10272178669402E-05,218.977071380615,0.0714194140952895,5.15566251124255E-05,0.337044358253479
63,,,,0.00607201935210469,4.57765394457965E-05,0.0188313010614365,0.0720831359882141,0.000670182079193182,0.275420077890158,0.0685282459391601,0.000100838964499417,0.324278885871172
64,,,,0.0556636108078965,9.57956039201236E-05,0.251050988584757,0.0734264112870733,0.000146896276419284,0.211963891237974,0.0600591702369275,0.00041751574317459,0.281076912581921
65,,,,0.0150347239803523,0.00116614060243592,0.0483820512890816,0.0503769128030399,0.00100138578854967,0.173266583681107,0.0540197332222306,0.00012827269747504,0.252376434952021
66,,,,0.0107371382968995,4.77295227028662E-05,0.0164556851610541,0.0441520866171413,5.74035928366357E-05,0.142773985117674,0.0464929064526223,6.90081447828561E-05,0.200859803706408
67,,,,0.00690632401241601,4.3698946137738E-05,0.0154366536997259,0.0357427865250793,4.0410637302557E-05,0.10830282792449,0.0271385738256504,0.00050124673434766,0.117122161015868
68,,,,0.00657883338237298,6.00762352405582E-05,0.0147390386089683,0.0538032084585939,3.87780246455804E-05,0.150306195765734,0.0244489135568438,4.22257922764402E-05,0.104305238649249
69,,,,0.00676984295372677,4.49282993940869E-05,0.0140393163543195,0.0265147904671539,3.94615772165707E-05,0.064929067902267,0.0197692046512566,3.84555257369357E-05,0.0785012016072869
70,,,,0.00536882859854813,4.6418070087384E-05,0.0135135544463992,0.0250941684742065,4.27200890044333E-05,0.0556052967905998,0.0163384858309291,0.00141012113308534,0.061603176407516
71,,,,0.00501779733342119,0.000980979215819389,0.0129752768669277,0.0205599032729515,0.000451881492335815,0.0435556541197002,0.203843261813745,0.00164536680094898,0.943017214536667
72,,,,0.00445873853255762,0.000143090081110131,0.0125573990866542,0.0212873438964016,0.000315631988632958,0.044623863324523,0.0339607013331261,0.00153433257364668,0.113155353814363
73,,,,0.00432320603769767,4.08420522944652E-05,0.0119962968863547,0.0196715890488122,3.90273344237357E-05,0.032586361002177,0.0173696006671526,0.00165598556632176,0.0396440205164254
74,,,,0.00435991465554253,4.41811442215112E-05,0.0116245157783851,0.0184436924030888,3.14418328343891E-05,0.0317956930957735,0.0118953860644251,0.00171480358112603,0.0348483230918646
75,,,,0.0040164531154187,3.75707594685082E-05,0.0111368130892515,0.018305946308401,2.12485167594423E-05,0.0351518442854285,0.0117984177707694,0.00158414571778849,0.0303583009168506
76,,,,0.0040891382861264,3.40672474521853E-05,0.0107815067283809,0.0177574285104129,3.4957534262503E-05,0.0349483863450587,0.010178666546708,0.00139149490860291,0.0330643207766116
77,,,,0.00383028955169721,4.72196188638918E-05,0.0103736474178731,0.0154434476380266,4.38905586634064E-05,0.0270921039395034,0.00981022738909814,0.00137021460395772,0.031611773557961
78,,,,0.00564460478737601,0.000204394362663152,0.012511297641322,0.0136052099338849,5.8955374697689E-05,0.0207091533578932,0.0093805745994905,0.00129008370277006,0.0300600425340235
79,,,,0.00354793693088141,2.56592889854801E-05,0.00976245300844312,0.0106818898735219,0.000332958374929149,0.0200776516925544,0.00758556898101233,0.00170644216123037,0.0232195762917399
80,,,,0.00342294529482388,2.3271367263078E-05,0.00941489397082478,0.010752798249232,5.42129633686272E-05,0.0201517444569618,0.00721163835260086,0.00143164762412198,0.022579764155671
81,,,,0.00336544810017585,1.71787008184765E-05,0.00918602216988802,0.00840749148814211,1.71931495060562E-05,0.0168645411729813,0.00700429577147588,0.00125082620652393,0.0225923265796155
82,,,,0.00317215062063042,3.4183006027888E-05,0.00891610183753073,0.00986969655101348,1.94670842574851E-05,0.0178274830337614,0.00650641433079727,0.00126351130311377,0.0203405518550426
83,,,,0.00387631521594813,2.95836030090868E-05,0.00864198482595384,0.00728190577359783,2.70681806796347E-05,0.0141685747075826,0.00650123339379206,0.00132244230480865,0.0196187027730048
84,,,,0.00281442285759113,7.10495403836831E-05,0.00842059326823801,0.0115318688038678,2.90193645923864E-05,0.0273900008760393,0.00662801108439453,0.00145097347558476,0.0200702807866037
85,,,,0.00298986104862706,2.60381359112216E-05,0.00826313944999129,0.141035902637523,0.0026569660869427,0.665919482707977,0.00608373081951868,0.00124189662456047,0.0183835561387241
86,,,,0.00291488420318274,3.24292333061749E-05,0.00796013833023608,0.0198063878645189,0.00255897251190618,0.0607443867251277,0.00544646426744294,0.00111051908752415,0.0165573719888926
87,,,,0.00297669756688265,2.61211533143069E-05,0.00784126191865653,0.00982528145192191,0.00253138187108561,0.0163109517190605,0.00653268255409785,0.00124474921613,0.0195780038833618
88,,,,0.0026078072481414,1.7241251816813E-05,0.00763476467691362,0.0076484198262915,0.00252124683465809,0.011457484215498,0.00518443343404215,0.001119058727636,0.0155751197598875
89,,,,0.00261611897096373,2.50340820457495E-05,0.00756401258986443,0.00859794239746407,0.00247777352342382,0.0159078581724316,0.00510787078528665,0.00104602218489163,0.0163364736828953
90,,,,0.00239395264205086,1.8639627705852E-05,0.00733611003961414,0.00773242559283972,0.00239405574975535,0.0135250323917717,0.00470054900622927,0.00106012608157471,0.0146350792143494
91,,,,0.00251445922302082,7.50100967707112E-05,0.00726086064241827,0.00650528346421197,0.00252772079547867,0.0104135127039626,0.00463794730079826,0.00105210979527328,0.013429166097194
92,,,,0.002315329703506,2.81597906905517E-05,0.00704757389612496,0.00590848436811939,0.00233926948858425,0.00844042371027172,0.00419528606638778,0.000976928658201359,0.0129842925816774
