epoch,E50_val_loss,E50_val_loss_min,E50_val_loss_max,E100_val_loss,E100_val_loss_min,E100_val_loss_max,E150_val_loss,E150_val_loss_min,E150_val_loss_max,E200_val_loss,E200_val_loss_min,E200_val_loss_max
36,1.71201373374193E-07,1.22125977182937E-07,2.31854625572699E-07,1.71201373374193E-07,1.22125977182937E-07,2.31854625572699E-07,1.71201373374193E-07,1.22125977182937E-07,2.31854625572699E-07,1.71201373374193E-07,1.22125977182937E-07,2.31854625572699E-07
37,1.47913157573972E-07,1.19231920632975E-07,1.88915597831851E-07,1.47913157573972E-07,1.19231920632975E-07,1.88915597831851E-07,1.47913157573972E-07,1.19231920632975E-07,1.88915597831851E-07,1.47913157573972E-07,1.19231920632975E-07,1.88915597831851E-07
38,1.44527502203099E-07,1.21192777295202E-07,2.00269426523884E-07,1.44527502203099E-07,1.21192777295202E-07,2.00269426523884E-07,1.44527502203099E-07,1.21192777295202E-07,2.00269426523884E-07,1.44527502203099E-07,1.21192777295202E-07,2.00269426523884E-07
39,1.71665045674748E-07,1.41104501120518E-07,2.09303371671391E-07,1.71665045674748E-07,1.41104501120518E-07,2.09303371671391E-07,1.71665045674748E-07,1.41104501120518E-07,2.09303371671391E-07,1.71665045674748E-07,1.41104501120518E-07,2.09303371671391E-07
40,1.46129341989839E-07,1.04336460064284E-07,2.30358857914818E-07,1.46129341989839E-07,1.04336460064284E-07,2.30358857914818E-07,1.46129341989839E-07,1.04336460064284E-07,2.30358857914818E-07,1.46129341989839E-07,1.04336460064284E-07,2.30358857914818E-07
41,1.59287229510123E-07,1.1882682778482E-07,2.04368680201128E-07,1.59287229510123E-07,1.1882682778482E-07,2.04368680201128E-07,1.59287229510123E-07,1.1882682778482E-07,2.04368680201128E-07,1.59287229510123E-07,1.1882682778482E-07,2.04368680201128E-07
42,1.39761885264988E-07,1.03687009200826E-07,2.23678576105613E-07,1.39761885264988E-07,1.03687009200826E-07,2.23678576105613E-07,1.39761885264988E-07,1.03687009200826E-07,2.23678576105613E-07,1.39761885264988E-07,1.03687009200826E-07,2.23678576105613E-07
43,1.19389774866363E-07,9.04885313346426E-08,1.76495242124967E-07,1.19389774866363E-07,9.04885313346426E-08,1.76495242124967E-07,1.19389774866363E-07,9.04885313346426E-08,1.76495242124967E-07,1.19389774866363E-07,9.04885313346426E-08,1.76495242124967E-07
44,1.29361948442153E-07,1.06911944630639E-07,1.79668962374535E-07,1.29361948442153E-07,1.06911944630639E-07,1.79668962374535E-07,1.29361948442153E-07,1.06911944630639E-07,1.79668962374535E-07,1.29361948442153E-07,1.06911944630639E-07,1.79668962374535E-07
45,1.24121317135462E-07,9.64870879490339E-08,1.92761093013398E-07,1.24121317135462E-07,9.64870879490339E-08,1.92761093013398E-07,1.24121317135462E-07,9.64870879490339E-08,1.92761093013398E-07,1.24121317135462E-07,9.64870879490339E-08,1.92761093013398E-07
46,1.18324911232056E-07,9.50702313910294E-08,1.73655844074953E-07,1.18324911232056E-07,9.50702313910294E-08,1.73655844074953E-07,1.18324911232056E-07,9.50702313910294E-08,1.73655844074953E-07,1.18324911232056E-07,9.50702313910294E-08,1.73655844074953E-07
47,1.40737995953562E-07,8.52265606236339E-08,2.45618820689704E-07,1.40737995953562E-07,8.52265606236339E-08,2.45618820689704E-07,1.40737995953562E-07,8.52265606236339E-08,2.45618820689704E-07,1.40737995953562E-07,8.52265606236339E-08,2.45618820689704E-07
48,1.11116437680655E-07,8.5929676115389E-08,1.45991409183921E-07,1.11116437680655E-07,8.5929676115389E-08,1.45991409183921E-07,1.11116437680655E-07,8.5929676115389E-08,1.45991409183921E-07,1.11116437680655E-07,8.5929676115389E-08,1.45991409183921E-07
49,1.12128347495855E-07,7.95105729404592E-08,1.47061154365247E-07,1.12128347495855E-07,7.95105729404592E-08,1.47061154365247E-07,1.12128347495855E-07,7.95105729404592E-08,1.47061154365247E-07,1.12128347495855E-07,7.95105729404592E-08,1.47061154365247E-07
50,1.06099647882256E-07,8.11188470469422E-08,1.51504138419985E-07,1.06099647882256E-07,8.11188470469422E-08,1.51504138419985E-07,1.06099647882256E-07,8.11188470469422E-08,1.51504138419985E-07,1.06099647882256E-07,8.11188470469422E-08,1.51504138419985E-07
51,,,,9.99311505545108E-08,8.42524661888907E-08,1.36676696627092E-07,9.99311505545108E-08,8.42524661888907E-08,1.36676696627092E-07,9.99311505545108E-08,8.42524661888907E-08,1.36676696627092E-07
52,,,,1.00931786040093E-07,7.84539134398206E-08,1.37867130452681E-07,1.00931786040093E-07,7.84539134398206E-08,1.37867130452681E-07,1.00931786040093E-07,7.84539134398206E-08,1.37867130452681E-07
53,,,,9.77959793146965E-08,7.53810288263897E-08,1.33829259378141E-07,9.77959793146965E-08,7.53810288263897E-08,1.33829259378141E-07,9.77959793146965E-08,7.53810288263897E-08,1.33829259378141E-07
54,,,,1.00877421142324E-07,7.9551441730293E-08,1.52697178753177E-07,1.00877421142324E-07,7.9551441730293E-08,1.52697178753177E-07,1.00877421142324E-07,7.9551441730293E-08,1.52697178753177E-07
55,,,,9.44325692309178E-08,7.48573002103588E-08,1.40020374554221E-07,9.44325692309178E-08,7.48573002103588E-08,1.40020374554221E-07,9.44325692309178E-08,7.48573002103588E-08,1.40020374554221E-07
56,,,,9.46306989805616E-08,7.76483900880957E-08,1.33599809141553E-07,9.46306989805616E-08,7.76483900880957E-08,1.33599809141553E-07,9.46306989805616E-08,7.76483900880957E-08,1.33599809141553E-07
57,,,,9.06442503575041E-08,7.54170817648022E-08,1.25623398498457E-07,9.06442503575041E-08,7.54170817648022E-08,1.25623398498457E-07,9.06442503575041E-08,7.54170817648022E-08,1.25623398498457E-07
58,,,,9.06556067252022E-08,7.44792469179837E-08,1.22841781487656E-07,9.06556067252022E-08,7.44792469179837E-08,1.22841781487656E-07,9.06556067252022E-08,7.44792469179837E-08,1.22841781487656E-07
59,,,,8.60872712967383E-08,6.94623061292532E-08,1.28061252861282E-07,8.60872712967383E-08,6.94623061292532E-08,1.28061252861282E-07,8.60872712967383E-08,6.94623061292532E-08,1.28061252861282E-07
60,,,,8.98019982228012E-08,6.66191464956019E-08,1.39603683872262E-07,8.98019982228012E-08,6.66191464956019E-08,1.39603683872262E-07,8.98019982228012E-08,6.66191464956019E-08,1.39603683872262E-07
61,,,,8.5598177553455E-08,6.84653363632511E-08,1.22424984224286E-07,8.5598177553455E-08,6.84653363632511E-08,1.22424984224286E-07,8.5598177553455E-08,6.84653363632511E-08,1.22424984224286E-07
62,,,,8.72586740049049E-08,6.9591644299057E-08,1.27748583859481E-07,8.72586740049049E-08,6.9591644299057E-08,1.27748583859481E-07,8.72586740049049E-08,6.9591644299057E-08,1.27748583859481E-07
63,,,,8.26853992090075E-08,6.59073554250729E-08,1.21536933406219E-07,8.26853992090075E-08,6.59073554250729E-08,1.21536933406219E-07,8.26853992090075E-08,6.59073554250729E-08,1.21536933406219E-07
64,,,,8.60202623798045E-08,6.16354477086153E-08,1.19421914135387E-07,8.60202623798045E-08,6.16354477086153E-08,1.19421914135387E-07,8.60202623798045E-08,6.16354477086153E-08,1.19421914135387E-07
65,,,,8.24787311041556E-08,6.37475182270938E-08,1.35581048610334E-07,8.24787311041556E-08,6.37475182270938E-08,1.35581048610334E-07,8.24787311041556E-08,6.37475182270938E-08,1.35581048610334E-07
66,,,,7.99914690041703E-08,6.05945208083843E-08,1.20278389618515E-07,7.99914690041703E-08,6.05945208083843E-08,1.20278389618515E-07,7.99914690041703E-08,6.05945208083843E-08,1.20278389618515E-07
67,,,,8.06848206025279E-08,6.10261990570867E-08,1.31366794479485E-07,8.06848206025279E-08,6.10261990570867E-08,1.31366794479485E-07,8.06848206025279E-08,6.10261990570867E-08,1.31366794479485E-07
68,,,,7.66318009048916E-08,5.87998070974057E-08,1.12668690969523E-07,7.66318009048916E-08,5.87998070974057E-08,1.12668690969523E-07,7.66318009048916E-08,5.87998070974057E-08,1.12668690969523E-07
69,,,,7.58835294748887E-08,5.87921539600226E-08,1.08066473991641E-07,7.58835294748887E-08,5.87921539600226E-08,1.08066473991641E-07,7.58835294748887E-08,5.87921539600226E-08,1.08066473991641E-07
70,,,,7.59213344340519E-08,6.00410950587123E-08,1.08015136982923E-07,7.59213344340519E-08,6.00410950587123E-08,1.08015136982923E-07,7.59213344340519E-08,6.00410950587123E-08,1.08015136982923E-07
71,,,,7.51338067613479E-08,5.82460644160676E-08,1.09598883154168E-07,7.51338067613479E-08,5.82460644160676E-08,1.09598883154168E-07,7.51338067613479E-08,5.82460644160676E-08,1.09598883154168E-07
72,,,,7.35553641402949E-08,5.9129790841439E-08,1.08487502537002E-07,7.35553641402949E-08,5.9129790841439E-08,1.08487502537002E-07,7.35553641402949E-08,5.9129790841439E-08,1.08487502537002E-07
73,,,,7.26700728037599E-08,5.76122129262539E-08,1.04024184525523E-07,7.26700728037599E-08,5.76122129262539E-08,1.04024184525523E-07,7.26700728037599E-08,5.76122129262539E-08,1.04024184525523E-07
74,,,,7.42255733617488E-08,5.80499526966113E-08,1.0451281647524E-07,7.42255733617488E-08,5.80499526966113E-08,1.0451281647524E-07,7.42255733617488E-08,5.80499526966113E-08,1.0451281647524E-07
75,,,,7.54770124622439E-08,5.55378819970069E-08,1.15552117800159E-07,7.54770124622439E-08,5.55378819970069E-08,1.15552117800159E-07,7.54770124622439E-08,5.55378819970069E-08,1.15552117800159E-07
76,,,,7.80176719968514E-08,5.64651800871729E-08,1.2776985721293E-07,7.80176719968514E-08,5.64651800871729E-08,1.2776985721293E-07,7.80176719968514E-08,5.64651800871729E-08,1.2776985721293E-07
77,,,,7.1137050176399E-08,5.6271237003358E-08,1.02557343950593E-07,7.1137050176399E-08,5.6271237003358E-08,1.02557343950593E-07,7.1137050176399E-08,5.6271237003358E-08,1.02557343950593E-07
78,,,,6.9624281510509E-08,5.43550614888015E-08,1.02003468190522E-07,6.9624281510509E-08,5.43550614888015E-08,1.02003468190522E-07,6.9624281510509E-08,5.43550614888015E-08,1.02003468190522E-07
79,,,,7.15987328980816E-08,5.64908702038736E-08,1.05959189570607E-07,7.15987328980816E-08,5.64908702038736E-08,1.05959189570607E-07,7.15987328980816E-08,5.64908702038736E-08,1.05959189570607E-07
80,,,,6.8942117348314E-08,5.30836302322276E-08,1.01776409226299E-07,6.8942117348314E-08,5.30836302322276E-08,1.01776409226299E-07,6.8942117348314E-08,5.30836302322276E-08,1.01776409226299E-07
81,,,,6.94242520064374E-08,5.43268249645716E-08,9.9928452179654E-08,6.94242520064374E-08,5.43268249645716E-08,9.9928452179654E-08,6.94242520064374E-08,5.43268249645716E-08,9.9928452179654E-08
82,,,,6.77177826406231E-08,5.36526580200795E-08,9.9837825118243E-08,6.77177826406231E-08,5.36526580200795E-08,9.9837825118243E-08,6.77177826406231E-08,5.36526580200795E-08,9.9837825118243E-08
83,,,,6.8519651700664E-08,5.35105358541917E-08,9.80326622842161E-08,6.8519651700664E-08,5.35105358541917E-08,9.80326622842161E-08,6.8519651700664E-08,5.35105358541917E-08,9.80326622842161E-08
84,,,,6.67427454933052E-08,5.39203856379326E-08,9.97786046378716E-08,6.67427454933052E-08,5.39203856379326E-08,9.97786046378716E-08,6.67427454933052E-08,5.39203856379326E-08,9.97786046378716E-08
85,,,,6.53927852904227E-08,5.29695503755553E-08,9.81786909548532E-08,6.53927852904227E-08,5.29695503755553E-08,9.81786909548532E-08,6.53927852904227E-08,5.29695503755553E-08,9.81786909548532E-08
86,,,,6.60684457365335E-08,5.24897017702604E-08,1.0003737630863E-07,6.60684457365335E-08,5.24897017702604E-08,1.0003737630863E-07,6.60684457365335E-08,5.24897017702604E-08,1.0003737630863E-07
87,,,,6.54262857816927E-08,5.26170597462775E-08,9.51102784677952E-08,6.54262857816927E-08,5.26170597462775E-08,9.51102784677952E-08,6.54262857816927E-08,5.26170597462775E-08,9.51102784677952E-08
88,,,,6.80546927256387E-08,5.15725398682794E-08,1.14352195564512E-07,6.80546927256387E-08,5.15725398682794E-08,1.14352195564512E-07,6.80546927256387E-08,5.15725398682794E-08,1.14352195564512E-07
89,,,,6.4203511189002E-08,5.18039765159036E-08,9.4306130016264E-08,6.4203511189002E-08,5.18039765159036E-08,9.4306130016264E-08,6.4203511189002E-08,5.18039765159036E-08,9.4306130016264E-08
90,,,,6.47921421403908E-08,5.12810354180715E-08,9.45283566977651E-08,6.47921421403908E-08,5.12810354180715E-08,9.45283566977651E-08,6.47921421403908E-08,5.12810354180715E-08,9.45283566977651E-08
91,,,,6.56435424832106E-08,5.14486808711467E-08,1.01486288706099E-07,6.56435424832106E-08,5.14486808711467E-08,1.01486288706099E-07,6.56435424832106E-08,5.14486808711467E-08,1.01486288706099E-07
92,,,,6.51630052435811E-08,5.08724333769806E-08,9.93806811659207E-08,6.51630052435811E-08,5.08724333769806E-08,9.93806811659207E-08,6.51630052435811E-08,5.08724333769806E-08,9.93806811659207E-08
93,,,,6.3031178498818E-08,5.02359006245475E-08,9.40780230015055E-08,6.3031178498818E-08,5.02359006245475E-08,9.40780230015055E-08,6.3031178498818E-08,5.02359006245475E-08,9.40780230015055E-08
94,,,,6.35611915692872E-08,5.04216060015494E-08,9.37073207178211E-08,6.35611915692872E-08,5.04216060015494E-08,9.37073207178211E-08,6.35611915692872E-08,5.04216060015494E-08,9.37073207178211E-08
95,,,,6.15180232976798E-08,4.94389433095913E-08,9.09850417230018E-08,6.15180232976798E-08,4.94389433095913E-08,9.09850417230018E-08,6.15180232976798E-08,4.94389433095913E-08,9.09850417230018E-08
96,,,,6.17701226464836E-08,4.89163446045401E-08,9.24684198840472E-08,6.17701226464836E-08,4.89163446045401E-08,9.24684198840472E-08,6.17701226464836E-08,4.89163446045401E-08,9.24684198840472E-08
97,,,,6.31079423681532E-08,4.989071067385E-08,9.78982500991303E-08,6.31079423681532E-08,4.989071067385E-08,9.78982500991303E-08,6.31079423681532E-08,4.989071067385E-08,9.78982500991303E-08
98,,,,6.17090383829103E-08,4.89273053183581E-08,9.27052562123739E-08,6.17090383829103E-08,4.89273053183581E-08,9.27052562123739E-08,6.17090383829103E-08,4.89273053183581E-08,9.27052562123739E-08
99,,,,6.12653363004275E-08,4.83009047573072E-08,9.44294165824052E-08,6.12653363004275E-08,4.83009047573072E-08,9.44294165824052E-08,6.12653363004275E-08,4.83009047573072E-08,9.44294165824052E-08
100,,,,6.10567068903833E-08,4.81920534589619E-08,9.05396850825468E-08,6.10567068903833E-08,4.81920534589619E-08,9.05396850825468E-08,6.10567068903833E-08,4.81920534589619E-08,9.05396850825468E-08
101,,,,,,,6.15958732611925E-08,4.9374230629932E-08,8.9755225474164E-08,6.15958732611925E-08,4.9374230629932E-08,8.9755225474164E-08
102,,,,,,,6.16931335943131E-08,4.91340751788509E-08,8.90629128965278E-08,6.16931335943131E-08,4.91340751788509E-08,8.90629128965278E-08
103,,,,,,,5.9907332280081E-08,4.75466651235953E-08,8.91621280511383E-08,5.9907332280081E-08,4.75466651235953E-08,8.91621280511383E-08
104,,,,,,,6.05483612581281E-08,4.68930725361361E-08,9.47411689840768E-08,6.05483612581281E-08,4.68930725361361E-08,9.47411689840768E-08
105,,,,,,,6.06836834116109E-08,4.78089908402997E-08,8.86088390809429E-08,6.06836834116109E-08,4.78089908402997E-08,8.86088390809429E-08
106,,,,,,,5.95424239691056E-08,4.74778569052129E-08,8.84975677924634E-08,5.95424239691056E-08,4.74778569052129E-08,8.84975677924634E-08
107,,,,,,,5.90531944529478E-08,4.6851678388767E-08,8.792745050575E-08,5.90531944529478E-08,4.6851678388767E-08,8.792745050575E-08
108,,,,,,,5.8475725476607E-08,4.65489409980554E-08,8.7327585755285E-08,5.8475725476607E-08,4.65489409980554E-08,8.7327585755285E-08
109,,,,,,,5.86864281763392E-08,4.73040514907079E-08,8.77472583482586E-08,5.86864281763392E-08,4.73040514907079E-08,8.77472583482586E-08
110,,,,,,,5.93073093450395E-08,4.61335602312355E-08,8.88518112418524E-08,5.93073093450395E-08,4.61335602312355E-08,8.88518112418524E-08
111,,,,,,,5.83909616066099E-08,4.65698681099506E-08,8.69764293180235E-08,5.83909616066099E-08,4.65698681099506E-08,8.69764293180235E-08
112,,,,,,,5.8352446104711E-08,4.63387879179322E-08,8.78175304327063E-08,5.8352446104711E-08,4.63387879179322E-08,8.78175304327063E-08
113,,,,,,,5.86786533141037E-08,4.59109428992595E-08,8.70015230229152E-08,5.86786533141037E-08,4.59109428992595E-08,8.70015230229152E-08
114,,,,,,,5.79551644304862E-08,4.59959600777419E-08,8.62080161330899E-08,5.79551644304862E-08,4.59959600777419E-08,8.62080161330899E-08
115,,,,,,,5.78008061265696E-08,4.64123015575524E-08,8.72692658878312E-08,5.78008061265696E-08,4.64123015575524E-08,8.72692658878312E-08
116,,,,,,,5.79929614996644E-08,4.54739988627514E-08,8.72358064304043E-08,5.79929614996644E-08,4.54739988627514E-08,8.72358064304043E-08
117,,,,,,,5.73505266091937E-08,4.52693883860415E-08,8.56401773200825E-08,5.73505266091937E-08,4.52693883860415E-08,8.56401773200825E-08
118,,,,,,,5.70775410935198E-08,4.51301545763746E-08,8.57090232860476E-08,5.70775410935198E-08,4.51301545763746E-08,8.57090232860476E-08
119,,,,,,,5.70882320675518E-08,4.47945927758061E-08,8.56266950677309E-08,5.70882320675518E-08,4.47945927758061E-08,8.56266950677309E-08
120,,,,,,,5.7178978159674E-08,4.55319307442655E-08,8.5111234504609E-08,5.7178978159674E-08,4.55319307442655E-08,8.5111234504609E-08
121,,,,,,,5.71126492913502E-08,4.48149461984571E-08,8.62669669032812E-08,5.71126492913502E-08,4.48149461984571E-08,8.62669669032812E-08
122,,,,,,,5.66734163006307E-08,4.53232984476415E-08,8.49154266902019E-08,5.66734163006307E-08,4.53232984476415E-08,8.49154266902019E-08
123,,,,,,,5.67521086421626E-08,4.45030604960076E-08,8.58060476005562E-08,5.67521086421626E-08,4.45030604960076E-08,8.58060476005562E-08
124,,,,,,,5.66414276370608E-08,4.52823190795944E-08,8.52748861153903E-08,5.66414276370608E-08,4.52823190795944E-08,8.52748861153903E-08
125,,,,,,,5.63262537648749E-08,4.46513864401273E-08,8.46289521424145E-08,5.63262537648749E-08,4.46513864401273E-08,8.46289521424145E-08
126,,,,,,,5.63146229204392E-08,4.44655824753208E-08,8.46953129851613E-08,5.63146229204392E-08,4.44655824753208E-08,8.46953129851613E-08
